data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,similarity_score,similarity_da_en,similarity_en_msa,similarity_arabizi_da,consistency_flag,qc_notes
data52511,WIKI_D_05758,D,تّمسحات آزوما من ليستة ديال لامارين، تحيدات ليها لماطريال و تحيدات ليها السلاح ف 1941. ف 18 يوليوز 1945، تضررات بزاف بالطيارات ديال لامارين لميريكانية TF 38 ملي هاجمو يوكوسوكا. تفركات الطيارة ف 1946.,"tms7at azoma mn llista dyal lmarina, t7ydat liha lmatrial w t7ydat liha sllah f 1941. f 18 yulyuz 1945, tdarart bzzaf bttayarat dyal lmarina lmirikanya TF 38 mli hagmu yokosuka. tfrkat ttyara f 1946.","Azuma was stricken from the navy list, hulked, and disarmed in 1941. On 18 July 1945, she was badly damaged by aircraft from the United States Navy TF 38 when they attacked Yokosuka. The ship was scrapped in 1946.",أُزيل اسم أزوما من قائمة البحرية، وأُخرجت من الخدمة، وجُرّدت من أسلحتها في عام 1941. وفي 18 يوليو 1945، لحقت بها أضرار بالغة بسبب طائرات تابعة للقوات البحرية الأمريكية TF 38 عندما هاجمت يوكوسوكا. تم تفكيك السفينة في عام 1946.,35,GENERATED,0.361328,0.317721,0.392267,0.373997,CONSISTENT,"Embedding suspicious (score=0.361; da-en=0.318, en-msa=0.392, arabizi-da=0.374); LLM consistent=True; corrected_fields=none; issues=none; notes=All four versions convey the same meaning accurately, including the sequence of events and named entities.."
data52512,WIKI_C_01557,C,من بعد ما ضربنا كلشي ف R2، العلاقة ديال فيثاغورس c2 = a2 + b2 كتولي صحيحة فاش الشعاع R كيقرب اللانهاية (حيث الباقي كيمشي لزيرو):,"mn ba3d ma darabna kolchi f R2, l3ala9a dyal fithaghoros c2 = a2 + b2 katwali sah7a fach cha3a3 R kay9reb l lanhaiya (7it lba9i kaymchi l zero):","After multiplying through by R2, the Euclidean Pythagorean relationship c2 = a2 + b2 is recovered in the limit as the radius R approaches infinity (since the remainder term tends to zero):",بعد الضرب في R2، تُستعاد العلاقة الإقليدية لفِثاغورس c2 = a2 + b2 في النهاية عندما يقترب الشعاع R من اللانهاية (حيث يميل الحد المتبقي إلى الصفر).,26,GENERATED,0.499653,0.504318,0.533043,0.461598,CORRECTED,"Embedding suspicious (score=0.500; da-en=0.504, en-msa=0.533, arabizi-da=0.462); LLM consistent=True; corrected_fields=english; issues=none; notes=All four versions convey the same meaning accurately, with consistent terminology and mathematical expressions.."
data52513,WIKI_C_08556,C,كاع التبديلات اللي دار كيبينو شحال ضرب تمارة باخ على واحد الخدمة اللي – كيما كيبين عدد المرات اللي تعزفات (على الأقل ربعة) – كيبان باللي كان كيحماق عليها بزاف.,ga3 tbdilat li dar kaybino sh7al drb tmara bach 3la wa7d khdma li - kima kaybino 3d'd lmrat li t3zfat (3la l2a9al 4) - kayban bli kan kay7ma9 3liha bzzaf.,All the various changes he made show how much trouble Bach took over a work which – as the number of documented performances (at least four) suggests – he seems to have particularly loved.,تُظهر كل التغييرات المتنوعة التي أجراها مدى العناء الذي بذله باخ في عمل واحد، والذي - كما يوحي عدد العروض الموثقة (أربعة على الأقل) - يبدو أنه كان يحبه بشدة.,30,GENERATED,0.302093,0.214578,0.442048,0.249652,CORRECTED,"Embedding suspicious (score=0.302; da-en=0.215, en-msa=0.442, arabizi-da=0.250); LLM consistent=True; corrected_fields=english; issues=none; notes=All four versions convey the same meaning: Bach made many changes to a single work, which he seems to have loved a lot, as indicated by the number of documented performances (at least four). No inconsistencies found.."
data52514,WIKI_C_11545,C,جوج ديال لاروت ديال البيكالا كيدوزو على طول شي بلايص من الواد: طريق الشمال و طريق الجنوب، اللي كيمشيو من ڤان كورتلاندت بارك فالبونكس حتى لعمالة ديال پوتنام.,"juj dyal larot dyal lbikala kiduzw 3la twal shi blayis mn lwad: triq chmal w triq jnub, lli kimshiw mn van cortlandt park f lbronx hatta l3amala dyal putnam.","Two bicycle trails run along parts of the river: the North County Trailway and the South County Trailway, which run from Van Cortlandt Park in the Bronx to Putnam County.",يمتد مساران للدراجات الهوائية على طول أجزاء من النهر: مسار المقاطعة الشمالي ومسار المقاطعة الجنوبي، اللذان يمتدان من حديقة فان كورتلاندت في برونكس إلى مقاطعة بوتنام.,28,GENERATED,0.286518,0.192271,0.327651,0.339631,CONSISTENT,"Embedding suspicious (score=0.287; da-en=0.192, en-msa=0.328, arabizi-da=0.340); LLM consistent=True; corrected_fields=none; issues=none; notes=All four versions consistently describe two bicycle trails (North and South County Trailways) running along parts of the river from Van Cortlandt Park in the Bronx to Putnam County.."
data52515,DATA_4980,A,أول مرة غانجرب,awwel merra ghanjerreb,the first time I will try,المرة الأولى التي سأحاول فيها,5,PARTIALLY VALIDATED,0.436873,0.394415,0.591617,0.324587,CORRECTED,"Embedding suspicious (score=0.437; da-en=0.394, en-msa=0.592, arabizi-da=0.325); LLM consistent=False; corrected_fields=english,modern_standard_arabic; issues=English and MSA versions imply a present or habitual action, but the Darija versions imply a future action ('I will try').; notes=The Darija versions use 'غانجرب' which is future tense ('I will try'), while the English and MSA versions are present tense ('I try'). Adjusted English and MSA to future tense to match Darija.."
data52516,DATA_9404,A,راني كنت تتوالت ف شمش,rani knt ttawalt f chemch,I stayed in the sun,بقيت في الشمس,5,PARTIALLY VALIDATED,0.308723,0.192606,0.520489,0.213076,CORRECTED,"Embedding suspicious (score=0.309; da-en=0.193, en-msa=0.520, arabizi-da=0.213); LLM consistent=True; corrected_fields=english; issues=none; notes=All versions convey the same meaning of staying or being in the sun.."
data52517,DATA_23401,B,عشرة نوطات فنهار ديال الصيف (كاتالوج رقم 6، ألبوم، 1986، كراس ريكوردز) (إيندي بريطاني - رقم 6),"ʿashra nōṭāt f nhār dyāl ṣ-ṣīf (kātālūg raqm 6, album, 1986, ḳrāss rīkōrdz) (ʾīndī brīṭānī - raqm 6)","Ten Notes on a Summer's Day (catalog No. 6, LP, 1986, Crass Records) (UK Indie – No. 6)",عشرة نوطات في يوم صيفي (رقم الكتالوج 6، ألبوم، 1986، تسجيلات كراس) (مستقل بريطاني – رقم 6),26,GENERATED,0.457358,0.482823,0.611665,0.277587,CORRECTED,"Embedding suspicious (score=0.457; da-en=0.483, en-msa=0.612, arabizi-da=0.278); LLM consistent=False; corrected_fields=english,modern_standard_arabic; issues=The MSA version uses 'عشر ملاحظات' which translates to 'Ten Observations' instead of 'Ten Notes' as in other versions.; The MSA version uses 'قرص طويل' (long disc) instead of 'ألبوم' (album) or 'LP' as in other versions.; notes=Corrected the MSA version to use 'عشرة نوطات' for 'Ten Notes' and 'ألبوم' for 'LP' to align with other versions and preserve the original meaning.."
data52518,WIKI_C_09420,C,كلينتون ترشحات رسميا فالكونغريس الوطني الديمقراطي ديال 2016 في فيلادلفيا نهار 26 يوليو 2016، و ولات أول مرا ترشحات للرئاسة من طرف شي حزب سياسي كبير فميريكان.,"clinton ترشحات رسميا فالكونغريس الوطني الديمقراطي ديال 2016 في فيلادلفيا نهار 26 يوليو 2016, و ولات أول مرا ترشحات للرئاسة من طرف شي حزب سياسي كبير فميريكان.","Clinton was formally nominated at the 2016 Democratic National Convention in Philadelphia on July 26, 2016, becoming the first woman to be nominated for president by a major U.S. political party.",تم ترشيح كلينتون رسميًا في المؤتمر الوطني الديمقراطي لعام 2016 في فيلادلفيا في 26 يوليو 2016، لتصبح أول امرأة يتم ترشيحها للرئاسة من قبل حزب سياسي كبير في الولايات المتحدة.,27,GENERATED,0.57119,0.401456,0.518006,0.794107,CORRECTED,"Embedding suspicious (score=0.571; da-en=0.401, en-msa=0.518, arabizi-da=0.794); LLM consistent=True; corrected_fields=darija_arabic; issues=none; notes=All four versions convey the same meaning accurately, including the date, location, event, and significance of Clinton's nomination.."
data52519,DATA_8012,A,قالت ليا ماماها جي,galt liya mamaha ji,her mother told me to come,قالت لي أمها أن آتي,6,PARTIALLY VALIDATED,0.428965,0.388979,0.618666,0.27925,CONSISTENT,"Embedding suspicious (score=0.429; da-en=0.389, en-msa=0.619, arabizi-da=0.279); LLM consistent=True; corrected_fields=none; issues=none; notes=All versions convey the same meaning: 'Her mother told me to come.' The Darija Arabic and Arabizi versions are consistent with the English and MSA translations.."
data52520,DATA_1745,A,هاد دراري صغار باقي تايلوحو عليا!,had drari sghar ba9i tylo7o 3lia!,And those kids keep splashing me!,وهؤلاء الأطفال يواصلون رشّي بالماء!,6,PARTIALLY VALIDATED,0.339759,0.161816,0.596367,0.261094,CONSISTENT,"Embedding suspicious (score=0.340; da-en=0.162, en-msa=0.596, arabizi-da=0.261); LLM consistent=True; corrected_fields=none; issues=none; notes=All versions consistently convey that the kids keep splashing water on the speaker.."
data52521,DATA_22309,B,أكثر واحد من وزراء ڭرانت ولا الناس اللي تعينو في الرئاسة اللي دارو فضايح ولا جرائم كان معروف بزاف:,ktar wa7d mn wozara grant wla nnas li t3ayno fi rriassa li daro fdaye7 wla jraym kan m3روف bzzaf.,The most infamous of Grant's cabinet or other presidential appointees who were involved in scandals or criminal activity:,الأكثر إثارة للجدل من بين وزراء غرانت أو غيرهم من المعينين الرئاسيين الذين تورطوا في فضائح أو أنشطة إجرامية:,20,GENERATED,0.332781,0.388751,0.438223,0.171368,CORRECTED,"Embedding suspicious (score=0.333; da-en=0.389, en-msa=0.438, arabizi-da=0.171); LLM consistent=True; corrected_fields=english; issues=none; notes=All versions convey the same meaning about the most notorious members of Grant's cabinet or presidential appointees involved in scandals or crimes.."
data52522,DATA_3680,A,ولكن هادشي ماكايقولش ليا اشنو كايدير نضّار فهاد الحالة؟,walakin hadchi makaygolch liya achno kaydir nDaDr fhad l7ala?,But that doesn't tell me what the glasses are doing in this case?,ولكن هذا لا يخبرني بما تفعله النظارات في هذه الحالة؟,13,PARTIALLY VALIDATED,0.303059,0.200688,0.492917,0.215571,CORRECTED,"Embedding suspicious (score=0.303; da-en=0.201, en-msa=0.493, arabizi-da=0.216); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi; issues=Mismatch in the verb form and subject agreement in Darija Arabic and Darija Arabizi versions: 'كايديرو' (they do) vs. singular 'النظارات' (glasses) which is treated as singular in English and MSA.; In Darija, 'نظار' should be 'نضّار' to correctly mean 'glasses'.; notes=The English and MSA versions treat 'glasses' as singular/plural collective and use singular verb forms, so Darija versions should match this by using singular verb form 'كايدير' instead of plural 'كايديرو'.."
data52523,DATA_24674,B,"لقاموس ديال اللغة السكوتلاندية المختصر اللي تنشر عام 1999، كيسجل باللي استخدام ""المفاتيح"" كان كيتستعمل كتعبير ديال الهدنة ف منطقة فايف وجنوب غرب وغرب وسط اسكتلندا.","lqamous dial llogha skoutlandiya lmokhtassar lli tnshar 3am 1999, kaysejjl balli stikhdam ""lmafatih"" kan kaytsta3ml kat3bir dial lhudna f mintiqa Fife w jnoub gharb w gharb wasat skoutlanda.","The Concise Scots Language Dictionary published in 1999 records the use of ""keys"" as a term for truce in Fife, south west and west central Scotland.","يسجل معجم اللغة الاسكتلندية الموجز، الذي نشر عام 1999، استخدام كلمة ""مفاتيح"" كمصطلح للهدنة في فايف، وجنوب غرب اسكتلندا، ووسط غرب اسكتلندا.",28,GENERATED,0.319782,0.334537,0.39187,0.232941,CORRECTED,"Embedding suspicious (score=0.320; da-en=0.335, en-msa=0.392, arabizi-da=0.233); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english,modern_standard_arabic; issues=In Darija Arabic and Darija Arabizi, the term 'صلح' (meaning 'peace' or 'reconciliation') was used instead of 'هدنة' (truce), which is the term used in English and MSA versions.; The English version omitted the quotation marks around 'keys' which are present in other versions.; notes=Corrected Darija Arabic and Arabizi to use 'الهدنة' instead of 'الصلح' to match the English and MSA meaning of 'truce'. Added quotation marks around 'keys' in English for consistency.."
data52524,WIKI_D_07193,D,تزاد فويت ف لويزڤيل، كنتاكي، ولكن كيعتابر هوكلي، تيكساس، هي لمدينة ديالو حيت جّدو، لي هو أسطورة ديال سّباقات آي. جي. فويت، عاش فيها شحال هادي و هو لي ورّاه بزاف ديال لحوايج ف لمسيرة ديالو.,"tzad foyt f luizvil, kentaki, wlaken ki3tabar hokli, tiksas, hi lmdina dyalo 7it jddo, li huwa ostora dyal ssb9at ay. ji. foyt, 3ash fiha ch7al hadi w huwa li warah bzzaf dyal l7wayj f lmsira dyalo.","Foyt was born in Louisville, Kentucky, but lists his hometown as Hockley, Texas, the long-time residence of his grandfather, racing legend A. J. Foyt, who guided him through much of his career.",وُلد فويت في لويفيل، كنتاكي، لكنه يذكر مدينته الأصلية هوكلي، تكساس، وهي مقر إقامة جده الأسطوري في السباقات أ. ج. فويت، الذي أرشده خلال جزء كبير من مسيرته.,36,GENERATED,0.308888,0.23595,0.386014,0.304701,CORRECTED,"Embedding suspicious (score=0.309; da-en=0.236, en-msa=0.386, arabizi-da=0.305); LLM consistent=True; corrected_fields=darija_arabic,english; issues=Minor typo in Darija Arabic: 'ولاكين' should be 'ولكن' for correct spelling.; Minor typo in English: 'long time' should be hyphenated as 'long-time'.; notes=All versions convey the same meaning: Foyt was born in Louisville, Kentucky, but considers Hockley, Texas his hometown because his grandfather, racing legend A. J. Foyt, lived there and mentored him. Minor spelling and hyphenation corrections were made for accuracy.."
data52525,WIKI_C_03861,C,ف 2012 تحسبو 43 نوع ديال لي موس منهم واحد النوع سميتو شي حاجة كالكايريوس موس، و هاد النوع كيتعتابر مهدد بالانقراض فواحد الليستة حمرا ديال واحد المنطقة ففرنسا سميتها نور با دو كاليه.,"f 2012 t7sbou 43 nwa3 dyal li mos minhom wa7d nwa3 smito chi haja kalykaryous mos, w had nwa3 kityta3bar mhdod bl an9rad f wa7d llista 7mra dyal wa7d minta9a f fransa smitha nor pa do kaliyeh.","In 2012, 43 species of bryophytes were inventoried, including a species called Calcareous moss, which is considered endangered on the Nord-Pas-de-Calais regional red list of bryophytes.",في عام 2012، جُردت 43 نوعًا من النباتات الطحلبية، بما في ذلك نوع يُسمى الطحلب الكلسي، وهو تصنيف يُعتبر مهددًا بالانقراض في القائمة الإقليمية الحمراء للنباتات الطحلبية في نورد-با-دو-كاليه.,34,GENERATED,0.341146,0.305978,0.419805,0.297654,CORRECTED,"Embedding suspicious (score=0.341; da-en=0.306, en-msa=0.420, arabizi-da=0.298); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english,modern_standard_arabic; issues=English version uses 'Stellar calcareous moss ( )' which is unclear and inconsistent with Darija and MSA versions that mention 'Calcareous moss' without 'Stellar'.; Darija Arabizi and Arabic versions mention 'شي حاجة كالكايريوس موس' / 'Calcareous moss' but English adds 'Stellar' and has an empty parenthesis.; Minor spelling inconsistency in 'فرانسا' vs 'فرنسا' in Darija Arabic and Arabizi.; notes=The main inconsistency is the English version's mention of 'Stellar calcareous moss' with empty parentheses, which is not reflected in other versions. Corrected English to 'a species called Calcareous moss' to align with other versions. Also standardized the spelling of France in Darija versions.."
data52526,WIKI_D_00484,D,فواحد البلاصة حدا أجمير فراجستان، كاينين جوج شجرات مقدسّين (ذكر وأنثى) عندهم كتر من 800 عام، معروفين بالكالپاڤريكشاس. كيعبدوهم نهار ديال الأمآفاسيا فشهر الهندي.,"f wa7d l بلاصة 7da ajmer f rajastan, kaynin juuj shjarat muqaddasin (dkr w nthaa) 3ndhom ktar mn 800 3am, ma3rufin b l kalpavrikshas. kay3bdohom nhar dyal l amavasya f shhar l hindi.","Near Ajmer, Rajasthan, there are two revered trees (male and female) which are more than 800 years old, known as Kalpavrikshas. They are worshipped on an Amavasya day in the Hindu month.",بالقرب من أجمير، راجستان، توجد شجرتان مقدستان (ذكر وأنثى) عمرهما أكثر من 800 عام، تعرفان باسم كالباڤريكشاس. يتم عبادتهما في يوم الأمآفاسيا في الشهر الهندوسي.,26,GENERATED,0.344558,0.276096,0.434966,0.322612,CORRECTED,"Embedding suspicious (score=0.345; da-en=0.276, en-msa=0.435, arabizi-da=0.323); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english,modern_standard_arabic; issues=English sentence is incomplete and missing the name of the Hindu month.; Darija Arabic and Darija Arabizi have minor spelling inconsistencies in 'ذكر' and 'أنثى' and 'الأمآفاسيا' which should be standardized.; English sentence ends abruptly with 'in the Hindu month of.'; notes=The English sentence was incomplete and missing the name of the Hindu month; it was corrected to end properly. Minor spelling corrections were made in Darija Arabic and Arabizi to match the MSA and maintain consistency.."
data52527,DATA_4028,A,محتمل يبقاو لوقت متأخر,mo7tamal yab9aw l waqt mta'5er,It's likely they're staying late,من المحتمل أنهم يبقون لوقت متأخر,5,PARTIALLY VALIDATED,0.320775,0.264101,0.494193,0.204031,CORRECTED,"Embedding suspicious (score=0.321; da-en=0.264, en-msa=0.494, arabizi-da=0.204); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi; issues=The Darija versions imply 'being delayed' or 'stuck' rather than 'staying late' as in English and MSA.; notes=The Darija phrase 'محتمل يبقاو معطلين' literally means 'likely to be delayed' or 'likely to be stuck', which differs from the intended meaning of 'staying late'. Adjusted Darija to 'محتمل يبقاو لوقت متأخر' to align with the English and MSA versions.."
data52528,DATA_19569,B,"شارك تمان د المرات ف مبارات النجوم ديال NHL (1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954).","shark tman d l-marrat f mubarat n-nujum diyal NHL (1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954).","Eight time NHL All Star Game participant (1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954)",مشارك ثماني مرات في مباراة كل نجوم دوري الهوكي الوطني (1947، 1948، 1949، 1950، 1951، 1952، 1953، 1954),25,GENERATED,0.500017,0.401458,0.503165,0.59543,CORRECTED,"Embedding suspicious (score=0.500; da-en=0.401, en-msa=0.503, arabizi-da=0.595); LLM consistent=True; corrected_fields=english; issues=none; notes=All four versions consistently convey the same meaning: the person participated eight times in the NHL All Star Game during the years 1947 to 1954.."
data52529,DATA_8938,A,أنا غادي نهنّيك على نجاحك,ana ghadi nhennik 3la najahk,I will congratulate you on your success,سأهنئك على نجاحك,7,PARTIALLY VALIDATED,0.39232,0.290638,0.613605,0.272717,CORRECTED,"Embedding suspicious (score=0.392; da-en=0.291, en-msa=0.614, arabizi-da=0.273); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english; issues=Darija Arabic uses 'نهنّك' which is a typo or incorrect form; should be 'نهنّيك' to match the intended meaning.; Darija Arabizi uses 'nhenn2ek' which is inconsistent with the correct spelling 'nhennik'.; English phrase 'for you success' is grammatically incorrect; should be 'on your success'.; notes=Corrected minor spelling and grammatical errors to ensure all versions convey the same meaning of congratulating someone on their success.."
data52530,DATA_19051,B,الـ USCG، الـ NTSB، والناس اللي كيدافعو على نظريات أخرى، كاملين ذكرو بزاف ديال الأسباب اللي يمكن تكون ساهمت في غرق فيتزجيرالد.,"l-USCG, l-NTSB, w-n-nas lli kaydafe3o 3la n-nadhariyat okhra, kamlin dhkro bzaf dyal l-asbab lli mumkin tkun sahem f-l-gharq dyal Fitzgerald.","The USCG, NTSB, and proponents of alternative theories have all named multiple possible contributing factors to the sinking of Fitzgerald.",وكل من خفر السواحل الأمريكي، والمجلس الوطني لسلامة النقل، والمدافعون عن النظريات البديلة، قد أطلقوا على عدة عوامل محتملة ساهمت في غرق فيتزجيرالد.,23,GENERATED,0.527175,0.600271,0.430682,0.550572,CORRECTED,"Embedding suspicious (score=0.527; da-en=0.600, en-msa=0.431, arabizi-da=0.551); LLM consistent=False; corrected_fields=darija_arabic,darija_arabizi,english; issues=The English version uses 'foundering' which is less common and may be unclear compared to 'sinking' used in other versions.; The Darija Arabizi version uses 'l-ghrouq' while the Darija Arabic uses 'الغرق' - both mean 'sinking' but the English uses 'foundering' which is inconsistent.; Minor inconsistency in the English word choice for the event of the ship's loss.; notes=The main inconsistency is the English term 'foundering' which is less common and may confuse the meaning compared to 'sinking' used in other versions. Changing 'foundering' to 'sinking' aligns all versions semantically.."
data52531,DATA_22344,B,"ملي سولوه على المعتقدات الدينية ديالو، كاشياب جاوب: ""أنا ملحد. السينما هي الدين الوحيد اللي كنامن بيه.""","Melli swlouh 3la lmo3taqadat diniya diyalou, kashyap jawb: ""Ana mol7id. Ssinima hiya ddin lwahid lli kan'amen bih.""","When asked about his religious views, Kashyap replied: ""I am an atheist. Cinema is the only religion I believe in.""","عندما سُئل عن آرائه الدينية، أجاب كاشياب: ""أنا ملحد. السينما هي الدين الوحيد الذي أؤمن به.""",26,GENERATED,0.37118,0.359828,0.472309,0.281402,CORRECTED,"Embedding suspicious (score=0.371; da-en=0.360, en-msa=0.472, arabizi-da=0.281); LLM consistent=True; corrected_fields=english; issues=none; notes=All versions consistently convey the same meaning about Kashyap's religious views and his statement about cinema being the only religion he believes in.."
data52532,WIKI_D_02089,D,السائقين ديال المحلات اللي كيسوقو فمساحة أقل من 100 ميل جوي مسموح ليهم يفوتو القياس ديال السياقة النهارية باش يوصلو السلعة للمحلات من 10 دجنبر حتى 25 دجنبر، بسبب الطلب ديال موسم التسوق ديال أعياد الميلاد.,"ssayeqin dyal lma7allat lli kaysewqu fmsa7a a9al men 100 mill jawi msem7 lihom yfut lqyas dyal siyaga nhariya bash ywselu ssel3a lma7allat men 10 d december 7tal 25 d december, besseb ttalb dyal mowsem tswwqq dyal ayd lmid.","Retail store drivers who drive within a radius of less than 100 air miles are allowed to exceed daily driving limits to deliver goods to stores from December 10 to December 25, due to the demands of the Christmas shopping season.",يُسمح لسائقي متاجر التجزئة الذين يتنقلون ضمن دائرة نصف قطرها أقل من 100 ميل جوي بتجاوز حدود القيادة اليومية لتسليم البضائع إلى المتاجر في الفترة من 10 ديسمبر إلى 25 ديسمبر، وذلك بسبب متطلبات موسم التسوق لعيد الميلاد.,36,GENERATED,0.380717,0.346526,0.469195,0.326432,CORRECTED,"Embedding suspicious (score=0.381; da-en=0.347, en-msa=0.469, arabizi-da=0.326); LLM consistent=True; corrected_fields=darija_arabic,darija_arabizi,english; issues=none; notes=All versions convey the same meaning. Minor orthographic corrections were made for clarity and consistency, such as 'أقل' instead of 'قل' and fixing 'حتى' spelling in Darija Arabic and Arabizi, and correcting 'December' spelling in Arabizi.."
data52533,WIKI_D_10134,D,ورا كوليج ديال الفن، ميزيير دخل للعسكر، اللي دوز فيه ثمانية وعشرين شهر، فيهم واحد الفترة كان مكلف فواحد البلاصة ف الجزائر خلال الحرب الجزائرية، ورجع لفرنسا غير خمسة عشر يوم قبل انقلاب الجزائر.,"warr kuliyaj dyal l-fan, meziyer dkhl l-3askar, li dwz fih 28 shhr, fihom wahed l-fatra kan mklf f wahed lbalsa f l-jazayir khlal l-7arb l-jazayiriya, w rj3 l-fransa ghir 15 yom qbl l-nqilab dyal l-jazayir.","Following art college, Mézières entered military service, which lasted twenty eight months, including a tour of duty based in Algeria during the Algerian War, returning to France just fifteen days before the Algiers putsch.",بعد كلية الفنون، دخل ميزيير الخدمة العسكرية، التي استمرت ثمانية وعشرين شهراً، بما في ذلك فترة خدمة مقرها في الجزائر خلال حرب الجزائر، وعاد إلى فرنسا قبل خمسة عشر يوماً فقط من انقلاب الجزائر.,33,GENERATED,0.407494,0.394681,0.509008,0.318792,CORRECTED,"Embedding suspicious (score=0.407; da-en=0.395, en-msa=0.509, arabizi-da=0.319); LLM consistent=False; corrected_fields=darija_arabic,english; issues=In Darija Arabic, the number of months was incorrectly stated as 'جوج وعشرين' (twenty-two) instead of 'ثمانية وعشرين' (twenty-eight), which is consistent in other versions.; Minor punctuation and spacing inconsistencies in Darija Arabic.; notes=The main inconsistency was the duration of military service in Darija Arabic, which was corrected to match the other versions stating twenty-eight months. Other versions are consistent in meaning and details.."
data52534,WIKI_C_05986,C,"هيوم ولى معروف بملك السلمون ديال أوريغون وكان كيقول على راسو ""محتكر قزم"" ف واحد السيرة الذاتية نشرها فالراديوم بين 1904 و 1906.","hyum wlla ma3rouf b malak ssalmoun dyal oregon w kan kay9oul 3la raso ""mo7takir 9zam"" f wa7d ssira ddatiya nshrha f rradyoum bin 1904 w 1906.","Hume became known as the Salmon King of Oregon and referred to himself as a ""pygmy monopolist"" in an autobiography published in the Radium between 1904 and 1906.","اشتهر هيوم باسم ""ملك السلمون في ولاية أوريغون"" وأشار إلى نفسه بـ ""المحتكر القزم"" في سيرة ذاتية نُشرت في ""الراديوم"" بين عامي 1904 و 1906.",23,VALIDATED,0.229717,0.221503,0.275032,0.192616,CORRECTED,"Embedding suspicious (score=0.230; da-en=0.222, en-msa=0.275, arabizi-da=0.193); LLM consistent=False; corrected_fields=darija_arabizi,english; issues=In the English version, there is an extra space before ""pygmy monopolist"" that is not present in other versions.; notes=The main inconsistency was the extra space before the quoted phrase in the English version. Corrected by removing the extra space to match the other versions.."
data52535,DATA_11631,A,نتحداك تصيد شي حوت جديد,nt7edak tseyyed chi 7out jdid,I dare you to catch a new fish,أتحدّاك أن تصطاد سمكةً جديدةً,7,VALIDATED,0.320442,0.343169,0.400593,0.217565,CORRECTED,"Embedding suspicious (score=0.320; da-en=0.343, en-msa=0.401, arabizi-da=0.218); LLM consistent=False; corrected_fields=english,modern_standard_arabic; issues=English version uses plural 'new fish' while other versions imply singular 'a new fish'.; MSA version uses singular 'سمكةً جديدةً' which is consistent with Darija versions.; notes=The Darija versions and MSA version imply catching a single new fish, while the English version uses plural 'new fish'. Adjusted English to singular to maintain semantic consistency.."
data52536,DATA_14769,B,ما كيبانش باللي إلغاء التعيين ديال أوزوالد سكت أوزوالد، اللي كيبان نشيط فإنجلترا، واحد المملكة اللي كانت كتدعم أوربان السابع.,"ma kiban-ch blli l-ilgha d l-ta3yin dial Oswald skat Oswald, li kiban nchit f-Ingiltira, wa7ed l-mamlaka li kanat kat-da3m Urban s-sabi3.","The cancellation of Oswald's appointment does not appear to have silenced Oswald, who appears active in England, a kingdom which supported Urban VII.",لا يبدو أن إلغاء موعد أوزوالد قد أسكت أوزوالد، الذي يبدو نشطًا في إنجلترا، وهي مملكة دعمت أوربان السابع.,27,VALIDATED,0.180195,0.138195,0.311364,0.091025,CORRECTED,"Embedding suspicious (score=0.180; da-en=0.138, en-msa=0.311, arabizi-da=0.091); LLM consistent=True; corrected_fields=english; issues=none; notes=All four versions convey the same meaning accurately, with consistent references to Oswald, his activity in England, and the support of Urban VII by the kingdom.."
data52537,WIKI_D_11085,D,ستيك هامبورغ — واحد الستيك ديال لحم البقر مفروم اللي كيشكلوه على شكل قرصة باش يطيب. كيشبه لستيك سالزبوري، وشهروا هاد الأكلة المهاجرين الألمان فالعالم كامل، وولات طبق معروف تقريبا مع بداية القرن التاسع.,"steak hamburgh — wahed l-steak dyal lhem l-begher mafrum lli kiy-chekkluh 3la chekl qersa bach ytib. kiy-chebeh l-steak Salisbury, w chehru had l-akla l-muhajirin l-alman f l-3alam kamel, w welat tabaq ma3ruf taqriban m3a bidayat l-qarn tsetach.","Hamburg steak – a beefsteak that is shaped into a patty to be cooked after being minced. It is similar to the Salisbury steak. Made popular worldwide by the migrating Germans, it became a mainstream dish around the start of the nineteenth century.",شريحة هامبورغ - شريحة لحم بقر مشكلة على شكل قرص لتُطهى بعد فرمها. وهي تشبه شريحة سالزبوري. اشتهرت عالميًا بفضل الألمان المهاجرين، وأصبحت طبقًا رئيسيًا حوالي بداية القرن التاسع.,36,VALIDATED,0.350354,0.378927,0.32336,0.348776,CORRECTED,"Embedding suspicious (score=0.350; da-en=0.379, en-msa=0.323, arabizi-da=0.349); LLM consistent=True; corrected_fields=darija_arabic,modern_standard_arabic; issues=none; notes=All versions convey the same meaning. Minor difference in the century number in MSA (تسعطاش vs. التاسع) is corrected to be consistent with the English and Darija versions (nineteenth century).."
