data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,qc_changed_fields,qc_notes
data75401,WIKI_D_07217,D,المفهوم و الأصل ديال بورنت نورتن مرتبطين بالمسرحية ديال إليوت مقتل في الكاتدرائية. القصيدة تناقش الفكرة ديال الوقت و المفهوم باللي غير اللحظة الحاضرة اللي مهمة حيت الماضي ما يمكنش يتبدل و المستقبل مجهول.,lmfhoum w l'asl dyal burnt norton mrtbtin blmsra7ia dyal eliot mqtel fi lkatidra2ia. lqasida tnaqsh lfkra dyal lwaqt w lmfhoum blly ghi lla7dha l7adra lli mohema hit lmaxi makinch ytbdd w lmstqbal majhoule.,The concept and origin of Burnt Norton is connected to Eliot's play Murder in the Cathedral. The poem discusses the idea of time and the concept that only the present moment really matters because the past cannot be changed and the future is unknown.,"يرتبط مفهوم وأصل ""بورنت نورتن"" بمسرحية إليوت ""مقتل في الكاتدرائية"". تناقش القصيدة فكرة الزمن ومفهوم أن اللحظة الحاضرة وحدها هي المهمة لأن الماضي لا يمكن تغييره والمستقبل مجهول.",34,GENERATED,darija_arabic;darija_arabizi;english,Corrected typos in Darija Arabic and Arabizi for proper names and terms. English is valid. MSA corrected minor punctuation and spacing issues.
data75402,DATA_14113,B,جّورنال ديال بورما تايمز نشر ف 15 جون 2014 باللي ميانمار كانت كاتفكّر تصنّع طيارة JF-17 فبلاصتها، بمعاونة ديال الشينوا وباكستان.,"journal dyal Burma Times ncher f 15 juin 2014 balli Myanmar kant katfakker tsanne3 tayyara JF-17 f blast'ha, b m3awna dyal Shinoa o Pakistan.",The Burma Times reported on 15 June 2014 that Myanmar was considering local production of the JF-17 with China and Pakistan assistance.,أفادت صحيفة بورما تايمز في 15 يونيو 2014 أن ميانمار كانت تفكر في تصنيع طائرة JF-17 محلياً بمساعدة الصين وباكستان.,25,GENERATED,english;modern_standard_arabic,Removed MT artifact '@-@' from English. Slightly adjusted MSA to better reflect the Darija meaning and register.
data75403,DATA_24596,B,ليفون أرونيان دابا هو النمرة سبعة ف التصنيف العالمي ديال الفيد. و ف 2005 ربح كاس العالم ديال الشطرنج.,Livon Aronian daba huwa nnemra sb3a f ttasnif l3alami dyal lfid. U f 2005 rbeh kas l3alam dyal shatranj.,Levon Aronian is currently No. 7 in the FIDE World Rankings. In 2005 he won the Chess World Cup.,ليفون أرونيان حاليًا في المركز السابع في التصنيف العالمي للاتحاد الدولي للشطرنج. في عام 2005، فاز بكأس العالم للشطرنج.,21,GENERATED,darija_arabic;english;modern_standard_arabic,Corrected 'ڤ' to 'ف' in Darija Arabic. Adjusted MSA to use standard term 'الاتحاد الدولي للشطرنج' instead of 'الفيدرالية الدولية للشطرنج'.
data75404,WIKI_D_06885,D,م. (تحرير) (1999)، تراث إيمي نوثر، وقائع مؤتمر الرياضيات الإسرائيلي، جامعة بار إيلان، الجمعية الرياضية الأمريكية، مطبعة جامعة أكسفورد، رقم الكتاب المعياري الدولي 978-0-19-XXXX-1، OCLC XXXX,"m. (tahrir) (1999), turath emmy noether, wqae mo2tamar alriyadiyat al'isra2ili, jami3at bar ilan, almajma3a alriyadiya al'amrikiya, matba3at jami3at oxford, rdmk 978-0-19-XXXX-1, oclc XXXX","M. (ed.) (1999), The Heritage of Emmy Noether, Israel Mathematical Conference Proceedings, Bar-Ilan University, American Mathematical Society, Oxford University Press, ISBN 978-0-19-XXXX-1, OCLC XXXX",م. (تحرير) (1999)، تراث إيمي نوثر، وقائع مؤتمر الرياضيات الإسرائيلي، جامعة بار إيلان، الجمعية الرياضية الأمريكية، مطبعة جامعة أكسفورد، ردمك 978-0-19-XXXX-1، OCLC XXXX,35,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed placeholder tokens <unk> and @-@ artifacts; replaced incomplete ISBN and OCLC numbers with 'XXXX' placeholders to maintain format without invalid tokens.
data75405,WIKI_C_04395,C,ف 2006، المكتبة طلعات واحد السيت جديد سميتو British Library Sounds اللي فيه كتر من ستين ألف تسجيل من الأرشيف الصوتي، متاحين اونلاين للتعليم العالي والتكوين المهني ولعموم الناس فالمملكة المتحدة.,"f 2006, l-maktaba tla3et wa7ed l-site jdid smito British Library Sounds lli fih ktar men sttin alf tasjil men l-arshif s-soti, mta7in online l-t3alim l-3ali w tkonine l-mihani w l-3wam nass f-l-mamlaka l-muta7ida.","In 2006 the Library launched a new online resource British Library Sounds which makes over 60,000 of the Sound Archive's recordings available online for UK higher and further education and the general public.","في عام 2006، أطلقت المكتبة مصدرًا جديدًا عبر الإنترنت هو ""British Library Sounds""، يتيح أكثر من 60 ألف تسجيل من الأرشيف الصوتي عبر الإنترنت للتعليم العالي والتكوين المهني وللجمهور العام في المملكة المتحدة.",31,GENERATED,darija_arabizi;english;modern_standard_arabic,"Corrected English to remove MT artifact '@,@'. Corrected Arabizi number expression to match Darija pronunciation 'sttin' instead of '60'. MSA corrected 'التعليم المستمر' to 'التكوين المهني' to better match Darija 'التكوين المهني'."
data75406,WIKI_C_03899,C,تصاور أسَاكُسَا (1973-2008) والهند (1982-2008). [أ، إ] ما بين گاليري (باريس)، نونبر 2013.,"tsawer asakusa (1973-2008) w l-hind (1982-2008). [a, i] ma bin gallery (paris), nowamber 2013.","“Asakusa Portraits (1973–2008) and India (1982–2008).” [A, I] Ma Bin Gallery (Paris), November 2013.",«صور أساكوسا (1973 - 2008) والهند (1982 - 2008)». [أ، إ] في غاليري «ما بين» (باريس)، نوفمبر 2013.,13,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Corrected minor punctuation and transliteration errors in Darija Arabic and Arabizi. Improved English punctuation, capitalization, and clarity. MSA is correct and faithful."
data75407,WIKI_C_08931,C,دي والاس ستون فدور باتريشيا آن برادلي، العشيقة المهبولة ديال بارتليت (اللي كانت هاربة من الإعدام وقت القتيلات الأوائل حيت كانت قاصرة) واللي أمها مقابلاها مزيان.,"dee wallace stone f'dor patricia ann bradley, lashiqat lmahbula dyal bartlett (lli kanat harba mn l'idam waqt lqtelat l'awalin hyt kanat qasra) wlli omha m9ablaha mzyan.","Dee Wallace Stone as Patricia Ann Bradley, Bartlett's mentally ill lover (who was escaping execution at the time of the original murders because she was underage) and whose mother is closely watching her.",دي والاس ستون في دور باتريشيا آن برادلي، عشيقة بارتليت المختلة عقليًا (التي كانت هاربة من الإعدام وقت جرائم القتل الأصلية لأنها كانت قاصرة) والتي تخضع لمراقبة صارمة من قبل والدتها.,26,GENERATED,darija_arabic;darija_arabizi;english,Corrected Arabic script error in darija_arabic; normalized apostrophes and spacing in darija_arabizi; improved English idiomatic phrasing and punctuation; MSA is correct.
data75408,WIKI_D_01102,D,كاتقولو باللي النقابة الدنماركية ديال مصوري الصحافة هي أول منظمة وطنية فالعالم ديال مصوري الجرائد. تأسسات ف 1912 فكوبنهاݣ بستة ديال مصوري الصحافة. دابا عندها كتر من 800 عضو.,kat9olo belli l-niqaba d-dinmarkia dyal mosawri s-s7afa hiya awel monadama wataniya fel-3alam dyal mosawri l-jarayed. t2assesat f 1912 f-kobenhagen b-setta dyal mosawri s-s7afa. daba 3andha ktar men 800 3odw.,The Danish Union of Press Photographers is claimed to be the world's first national organization for newspaper photographers. It was founded in 1912 in Copenhagen by six press photographers. Today it has over 800 members.,يُقال إن الاتحاد الدنماركي لمصوري الصحافة هو أول منظمة وطنية في العالم لمصوري الصحف. تأسس عام 1912 في كوبنهاجن على يد ستة مصورين صحفيين. اليوم يضم أكثر من 800 عضو.,32,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed <unk> placeholder artifacts from all fields.
data75409,WIKI_D_12009,D,الدار عطات السمية للدائرة ديال هاد المنطقة الجديدة كانونز بارك لي مبنية بزاف فوق الجردة ديالها و هي واحد البلاصة ديال لاباس عليها فشمال لندن. و هادشي عاود عطى سمية لمحطة ديال الميترو كانونز بارك ف الخط ديال جوبيلي.,ddar 3tat smiya lda2ira dyal had l'mantaqa ljdida canons park li mabniya bzaf faw9 ljarda dyalha w hiya wa7d l'blaSa dyal labas 3liha f chamal london. w hadchi 3awd 3ta smiya l'mahatta dyal lmetro canons park f l'khat dyal jubilee.,"The house gave its name to the new area called Canons Park, which is mostly built over its parkland and is a nice area in north London. This also gave its name to the Canons Park Underground station on the Jubilee line.",أعطى الدار اسمه للدائرة ديال هاد المنطقة الجديدة كانونز بارك، التي بنيت كثيرًا فوق جردتها وهي منطقة جيدة في شمال لندن. وهذا بدوره أعطى اسمه لمحطة مترو الأنفاق كانونز بارك على خط جوبيلي.,41,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected spelling and terminology in Darija Arabic and Arabizi. Adjusted English and MSA to be more natural and faithful to the informal Darija source.
data75410,DATA_2817,A,نتا أصلا معواق من هاد الناحية,nta aslan m3wa9 mn had na7ia,You're already handicapped in this regard,أنت معاق بالفعل من هذه الناحية,6,PARTIALLY VALIDATED,english;modern_standard_arabic,English and MSA corrected to better reflect the informal Darija meaning and register; 'dimension' replaced by 'regard' for clarity.
data75411,DATA_23821,B,ف كنيسة المهد فبيت لحم، واحد النجمة ديال الفضة فيها 14 شعاع متموج كتعلم البلاصة اللي كتقول التقاليد هي فين تزاد سيدنا عيسى.,"F knissat l-mahd f byt l7m, wa7ed nejma dyal lfdha fiha 14 sh3a3 mtmwwj kat3lm lblasa li katgoul tta9alid hiya fin tzad sidna 3issa.","In the Church of the Nativity in Bethlehem, a silver star with 14 undulating rays marks the place that tradition says is where our master Jesus was born.",في كنيسة المهد ببيت لحم، نجمة فضية بها 14 شعاعًا متموجًا تشير إلى المكان الذي تقول التقاليد إنه مكان ميلاد سيدنا عيسى.,29,GENERATED,darija_arabizi;english;modern_standard_arabic,"Corrected darija_arabizi to use Moroccan Darija lexicon and spelling. Adjusted MSA to be faithful and less formal, matching Darija register. English is natural and faithful."
data75412,DATA_7486,A,ناضت ناشقة حتى دراتني الفتحة,nadet nach9a 7ta daratni lfat7a,I was cleaning the house and my cut started hurting me,قمت بالتنظيف حتى آلمتني الفتحة,10,PARTIALLY VALIDATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected spelling errors in Darija Arabic and Arabizi. Improved English for clarity and grammar. Adjusted MSA to be faithful to the Darija meaning and register.
data75413,DATA_9692,A,علاش مابغيتيش تحفض دروسك,3lach mabghitich t7fed dorossek,Why don't you want to revise your lessons?,لماذا لا تريد مراجعة دروسك؟,7,PARTIALLY VALIDATED,english;modern_standard_arabic,Corrected English for punctuation and capitalization. Adjusted MSA to be faithful to Darija plural and informal tone.
data75414,DATA_17078,B,بانير تذكاري ف أمريكان إيرلاينز أرينا ف ميامي (ديال الميدالية الذهبية اللي خدا ف 2012 مع ميامي هيت).,Banner tidkari f American Airlines Arena f Miami (dyal lmidalia ddahabia lli khda f 2012 m3a Miami Heat).,Commemorative banner in Miami's American Airlines Arena (for his 2012 gold medal won as a member of the Miami Heat).,لافتة تذكارية في صالة أمريكان إيرلاينز في ميامي (لميداليته الذهبية عام 2012 التي فاز بها كعضو في فريق ميامي هيت).,23,GENERATED,english;modern_standard_arabic,Minor punctuation fixes in English and MSA for naturalness and correctness.
data75415,DATA_20189,B,كانتابيلي، سويت سيمفونية فيها تلاتة قصائد سيمفونية للأوركسترا، الكورال، والسوليست (2004 – 2009).,"kantabile, suit symphonique fiha tlata qasa'id symphonique l'orchestra, l-koural, w-s-soliste (2004 - 2009).","Cantabile, symphonic suite consisting of three symphonic poems for orchestra, choir, and soloists (2004–2009).",كانتابيلي، سوِيتة سيمفونية مكونة من ثلاث قصائد سيمفونية للأوركسترا والجوقة والمنفردين (2004-2009).,21,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected darija_arabizi for consistent spelling and loanword usage; minimal punctuation fixes in English and MSA.
data75416,DATA_19624,B,الدفن من جديد كان فواحد السيمانة د المناسبات ما بين 22 و 27 مارس 2015. السلسلة د الأحداث تضمنت:,eddefn men jdid kan f wa7ed ssimana d lmonassabat mabin 22 w 27 mars 2015. sselsla d l'ahdath tdament:,The reburial took place during a week of events between 22 and 27 March 2015. The sequence of events included:,جرت إعادة الدفن خلال أسبوع من الفعاليات بين 22 و 27 مارس 2015. وشمل تسلسل الأحداث:,22,GENERATED,darija_arabizi;english,Corrected minor spacing and spelling in darija_arabizi to better reflect Moroccan Darija pronunciation and orthography.
data75417,WIKI_C_01243,C,جردة ف Tresco Abbey Gardens Valhalla اللي بناها August Smith ف شي 1830 باش يحط فيها الرويوس ديال السفن اللي غرقو ف الجزر ديال سيلي، إنجلترا، فين جا هاد المتحف.,"jarda f tresco abbey gardens valhalla lli bnah august smith f chi 1830 bach y7ot fiha lruyos dyal ssofne lli ghra9o f ljuzur dyal scilly, england, fin ja had lm7af.","The Tresco Abbey Gardens Valhalla museum, built by August Smith around 1830 to house ship figureheads from shipwrecks that occurred at the Isles of Scilly, England, where the museum is located.",متحف فالهالا في حدائق ترِيسكو آبي، الذي بناه أوغسطس سميث حوالي عام 1830 ليضم تماثيل مقدمات السفن من حطام السفن التي غرقت في جزر سيلي، إنجلترا، حيث يقع المتحف.,30,GENERATED,english;modern_standard_arabic,All fields are correct and faithful to the source meaning; minimal punctuation and phrasing adjustments made for clarity in English and MSA.
data75418,DATA_15518,B,يونغ فوي كونغ ضد المحامي العام [2011] SGCA 9، [2011] 2 S.L.R. 1189، C.A. (سنغافورة).,"young fui kong did lmohami l3am [2011] SGCA 9, [2011] 2 S.L.R. 1189, C.A. (singafoura).","Yong Vui Kong v. Attorney General [2011] SGCA 9, [2011] 2 S.L.R. 1189, C.A. (Singapore).",يونغ فوي كونغ ضد النائب العام [2011] SGCA 9، [2011] 2 S.L.R. 1189، محكمة الاستئناف (سنغافورة).,25,GENERATED,darija_arabizi;english,Removed MT artifact '@-@' from English. Corrected 'ddid' to 'did' in darija_arabizi.
data75419,DATA_12445,A,عمرك جربتي تمشي لبحر باش تموت شهيد,3emrek jerebti tmchi lb7er bach tmout chahid,Have you ever tried to go to the sea to die a martyr?,هل جربت أن تذهب إلى البحر لتموت شهيداً؟,8,PARTIALLY VALIDATED,english;modern_standard_arabic,English and MSA corrected to fully reflect the Darija meaning about going to the sea to die a martyr.
data75420,WIKI_C_06784,C,تقليد ديال الستيل ديال الأغاني القديمة ديال R.E.M. ؛ أغنية على الاستهلاك و التكنولوجيا ديال دابا، كتوصف الحسد ديال الجيران على التلفزة الجديدة ديال الشخصية لي مسمية الأغنية. من ألبوم ألابالوزا ديال عام 1993.,"taqlid dyal l-stil dyal l-aghani l-qdima dyal R.E.M.; aghniya 3la l-istihlak w-tiknulujya dyal daba, ktwsf l-hsd dyal l-jiran 3la l-tilfaza jdida dyal shakhsiya li msimya l-aghniya. mn album l-apalooza dyal 3am 1993.","A parody of the style of R.E.M.'s old songs; a song about consumerism and today's technology, describing the neighbors' envy of the new TV of the character after whom the song is named. From the 1993 album Alapalooza.",تقليد لأسلوب أغاني فرقة R.E.M. القديمة؛ أغنية عن الاستهلاك والتكنولوجيا الحديثة، تصف حسد الجيران على التلفاز الجديد للشخصية التي سُميت الأغنية باسمها. من ألبوم ألابالوزا لعام 1993.,35,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Minor punctuation fixes in Darija fields. English and MSA adjusted for naturalness and faithfulness to informal Darija register.
data75421,WIKI_D_09052,D,في الذكرى العشرين ديال المنظمة ف عام 2000، ال EAF نشرت لولادنا: خطة باش نكونو فالمستوى. هاد الكتاب كان تاريخ شامل ديال المنظمة و مصدر ديال النصايح للمؤسسات الخيرية اللي يلاه باديين. ال EAF دارت موقع فالإنترنت ف 2003.,"f dikra 3achrin dyal l-mounazzama f 3am 2000, l-EAF nashrat lawladna: khotta bach nkounou f-l-moustawa. had l-kitab kan tarikh chamel dyal l-mounazzama w masdar dyal n-nasa2ih li l-mou2assassat l-khayriya li yallah bdayin. l-EAF dart mawqi3 f l-internet f 2003.","At the organization's twentieth anniversary in 2000, EAF published Our Children: A Plan to Be at the Level. The book was a comprehensive history of the organization and a source of advice for philanthropic institutions that are just starting. EAF launched a website in 2003.",في الذكرى العشرين للمنظمة في عام 2000، نشرت EAF كتاب لولادنا: خطة باش نكونو فالمستوى. كان الكتاب تاريخًا شاملاً للمنظمة ومصدرًا للنصائح للمؤسسات الخيرية التي بدأت للتو. أطلقت EAF موقعًا على الإنترنت في عام 2003.,40,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed <unk> tokens; corrected named entities and titles to match source; adjusted English and MSA for naturalness and faithfulness to Darija.
data75422,WIKI_C_08435,C,الماطريال اللي خاص لخدمة لاسودور ديال التيغ بالغاز فيه لابوست اللي كتخدم بتيغ اللي ماكيتاكلش، واحد البوسط ديال الضو كيعطي ديما نفس التيار، و قنينة ديال الغاز اللي كتحمي.,"el material li khass lkhdma dyal lasoudor dyal tigh b lgaz fih labost li katkhdem b tigh li ma kaytakolch, wa7ed labost dyal ddaw kay3ti dima nafs tiyar, w qnina dial lgaz li kat7mi.","The equipment required for the gas tungsten arc welding operation includes a welding torch utilizing a non-consumable tungsten electrode, a constant current welding power supply, and a shielding gas source.",تشمل المعدات اللازمة لعملية لحام القوس بالتنجستن والغاز مشعل لحام يستخدم قطب تنجستن غير قابل للاستهلاك، ومصدر طاقة لحام بتيار ثابت، ومصدر غاز واقٍ.,29,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected English to remove MT artifacts. Fixed inconsistent apostrophes and spacing in darija_arabizi to better reflect Moroccan Darija Arabizi conventions.
data75423,DATA_18073,B,الفيلم المقتبس من هاري بوتر والأمير الهجين تطلق ف 15 يوليوز 2009 من طرف وارنر بروس.,lfilm lmuqtabas mn harry potter w l'amir lhajin tatlaq f 15 yulyuz 2009 mn taraf warner bros.,The film adaptation of Harry Potter and the Half-Blood Prince was released 15 July 2009 by Warner Bros.,صدر الفيلم المقتبس من رواية هاري بوتر والأمير نصف الدم في 15 يوليو 2009 عن شركة وارنر براذرز.,20,GENERATED,english,Removed '@-@' artifact from English; other fields are correct.
data75424,WIKI_C_04984,C,واحد السيد مدني ما معروفش ساق طيارة بومبر مبدلة. النمرة ديال التسجيل ديال He 111 كانت YR... ما عرفناش واش هادشي كان تسجيل ألماني ولا روماني. المعمل ولا النمرة ديال الفابريكا ما معروفاش.,wa7d ssed madani ma ma3rosh saq tayara bomber mbdala. n-numra dyal t-tsjil dyal He 111 kanet YR... ma 3refnach wach hadchi kan tsjil almanya wala rumanya. l-ma3mal wala n-numra dyal l-fabrika ma ma3rosh.,An unknown civilian man piloted a converted bomber plane. The registration number of the He 111 was YR... We do not know if this was a German or Romanian registration. The factory or serial number is unknown.,قاد رجل مدني غير معروف طائرة قاذفة محوّلة. كان رقم تسجيل He 111 هو YR... لا نعرف ما إذا كان هذا تسجيلًا ألمانيًا أم رومانيًا. رقم المصنع أو الرقم التسلسلي غير معروف.,35,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed MT artifacts '@-@' and '<unk>' from all fields. Corrected English and MSA for naturalness and faithfulness to Darija. Minimal spelling fixes in Darija fields.
data75425,WIKI_D_03881,D,رذرفورد، ميلدريد لويس (1906). الجنوب فالتاريخ والأدب: دليل ديال الكتّاب الجنوبيين من تأسيس جيمستاون، 1607، حتى الكتّاب اللي عايشين. أطلانطا: شركة فرانكلين تورنر.,"rthrfrd, mildrid lewis (1906). janub f ttarikh w ladab: dalil dyal lkuttab janubiyyin mn tassis jamstown, 1607, hatta lkuttab lli 3ayshin. atlanta: sharikat franklin turner.","Rutherford, Mildred Lewis (1906). The South in History and Literature: a handbook of Southern authors from the Settlement of Jamestown, 1607, to living writers. Atlanta: The Franklin Turner Company.",رذرفورد، ميلدريد لويس (1906). الجنوب في التاريخ والأدب: دليل للمؤلفين الجنوبيين منذ تأسيس جيمستاون، 1607، إلى الكتاب المعاصرين. أتلانتا: شركة فرانكلين تيرنر.,26,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed '@-@' artifacts and fixed spacing issues in all fields.
data75426,DATA_9251,A,مابقيتش باغي نرجع لور باغي غير نتوور من راسي,mab9itch baghi nrje3 lour baghi ghir ntewer men rassi,"I don't want to go back, I just want to get away from myself",لم أعد أريد الرجوع، أريد فقط أن أهرب من نفسي,5,PARTIALLY VALIDATED,english;modern_standard_arabic,English and MSA translations were incomplete and did not reflect the full meaning of the Darija sentence; corrected accordingly.
data75427,DATA_17495,B,تسجل ف Roc the Mic Studios، نيويورك سيتي، نيويورك؛ سوفيتيل باريز لو فوبورغ، بيت رقم 538، باريز، فرنسا.,"tsjjel f roc the mic studios, new york city, new york; sofitel pariz le faubourg, bit raqm 538, pariz, fransa.","Recorded at Roc the Mic Studios, New York City, New York; Sofitel Paris Le Faubourg, Room 538, Paris, France.",تم التسجيل في استوديوهات روك ذا مايك، مدينة نيويورك، نيويورك؛ فندق سوفيتيل باريس لو فوبور، الغرفة 538، باريس، فرنسا.,25,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected English punctuation spacing and normalized darija_arabizi to lowercase and consistent transliteration.
data75428,DATA_10292,A,كان كيسحاب ليا غادي نحمي عليه ولكن الفعل لي دارهم مؤخران عليّوني بارك,kan kisyab liya ghadi n7ami 3lih walakin lf3l li darhom mo2akharan 3layni barak,"I thought I was going to protect him, but the action they took was delayed and hurt me, enough.",كنت أظن أنني سأحميه، لكن الفعل الذي قاموا به كان متأخراً وأذاني، كفى.,7,PARTIALLY VALIDATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected spelling and meaning in Darija Arabic and Arabizi; expanded English and MSA to fully reflect original Darija meaning.
data75429,WIKI_C_04799,C,شنكمان، ريك. «آخر مسؤول كبير فالبيت الأبيض تحاكم وهو ف منصبه: أورفيل بابكوك ديال يو إس غرانت». هيستوري نيوز نيتورك. تجبد نهار 24 فبراير 2010.,"shenkman, rick. 'akher ms2oul kbir fel beit l2abyed et7akem howa f mansib dyalo: orville babcock dyal US grant'. history news network. tjbed nhar 24 february 2010.","Shenkman, Rick. ""The Last High White House Official Indicted While in Office: U.S. Grant's Orville Babcock."" History News Network. Retrieved February 24, 2010.",شنكمان، ريك. «آخر مسؤول كبير في البيت الأبيض حوكم وهو في منصبه: أورفيل بابكوك في عهد يوس غرانت». شبكة أخبار التاريخ. تم الاسترجاع في 24 فبراير 2010.,24,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Corrected quotation marks in Arabic and Darija Arabic. Adjusted MSA to better reflect source meaning and style. Fixed month name in Arabizi to English month name for consistency.
data75430,WIKI_D_11164,D,فْعام 1950 بدا البحث العلمي على الرسوم الصخرية بواحد التحقيق داروه إرنست رودولف شيرز اللي وصف كثر من 2500 رسمة محفورة على الصخر في 212 لوح ديال الحجر الرملي. دابا كايقدرو باللي هاد البلاصة فيها كثر من 5000 تصويرة مختلفة.,f3am 1950 bda lba7t l3ilmi 3la r'r'sum s5riya b wa7d ta7qi9 daroh ernst rudolf scherz li wsaf ktar mn 2500 r'sma m7fora 3la s5r f 212 lo7 dyal l7jr r'mali. daba kay9dro bli had l'blasa fiha ktar mn 5000 tsawira mokhtalifa.,In 1950 scientific investigation of the rock art started with an investigation by Ernst Rudolph Scherz who described over 2500 rock engravings on 212 sandstone slabs. Today it is estimated that the site contains more than 5000 individual depictions.,في عام 1950، بدأ التحقيق العلمي في الفن الصخري بتحقيق أجراه إرنست رودولف شيرز الذي وصف أكثر من 2500 نقش صخري على 212 لوحًا من الحجر الرملي. اليوم، يُقدر أن الموقع يحتوي على أكثر من 5000 تصوير فردي.,40,GENERATED,english,All fields are correct and faithful to the source meaning.
data75431,WIKI_C_06150,C,كانو شي ستة و سبعين ألف و خمسة و تسعين طالب ديال ليسانس و ماستر فجامعة مانشستر متروبوليتان و جامعة مانشستر و الكلية الملكية الشمالية للموسيقى فالعام الدراسي ديال 2011 على 2012.,kano chi setta w sb3in alf w khamsa w ts3in talib dyal lisans w master f jami3at manchester metropolitan w jami3at manchester w lkelia lmalakiya chamaaliya lilmusi9a f l3am ddirassi dyal 2011 3la 2012.,"There were 76,095 undergraduate and postgraduate students at Manchester Metropolitan University, the University of Manchester, and the Royal Northern College of Music during the academic year 2011/12.","بلغ عدد طلاب الليسانس والماجستير في جامعة مانشستر متروبوليتان وجامعة مانشستر والكلية الملكية الشمالية للموسيقى 76,095 طالبًا خلال العام الدراسي 2011/12.",32,GENERATED,darija_arabizi;english;modern_standard_arabic,"Corrected English to remove MT artifacts '@,@' and '@-@'. Corrected darija_arabizi number spelling to standard Arabizi conventions."
data75432,WIKI_C_02822,C,بيل بارتون رجع للموسم التالت ديالو كمدرب معاون رئيسي. ستيف هول وسكوت بجوج خدمو كمساعدين ديال المدرب للعام التاني ديالهوم. جيسون بيرد كان هو المدير ديال عمليات كرة السلة.,bill barton rja3 lil moussim ettalt dyalo kmdreb m3awen ra2isi. steve hall w scott bjouj khdmou k msa3idin dyal lmdreb l 3am ettani dyalhom. jason byrd kan howa lmdir dyal 3amaliyat krt esla.,Bill Barton returned for his third season as Associate Head Coach. Steve Hall and Scott both served as Assistant Coaches for their second year. Jason Byrd was the Director of Basketball Operations.,عاد بيل بارتون للموسم الثالث له كمدرب مساعد أول. وشغل ستيف هول وسكوت منصب مدربين مساعدين للسنة الثانية لهما. وكان جيسون بيرد مديرًا لعمليات كرة السلة.,29,GENERATED,darija_arabizi;english,Corrected English to remove MT artifact '<unk>'. Fixed Arabizi spacing and consistency; preserved English names as is.
data75433,DATA_19330,B,تشينكوتيج: محمية وطنية للحياة البرية (PDF). مطبعة الحكومة الأمريكية. 1947.,Chincotij: ma7miya wataniya dyal l7ayat lbrriya (PDF). Matba3at l7kuma l'amrikia. 1947.,"""Chincoteague: A National Wildlife Refuge"" (PDF). United States Government Printing Office. 1947.",تشينكوتيغ: محمية وطنية للحياة البرية (ملف PDF). مطبعة الحكومة الأمريكية. 1947.,20,GENERATED,darija_arabizi;english;modern_standard_arabic,Corrected darija_arabizi to use proper Darija vocabulary and transliteration; other fields are valid.
data75434,WIKI_C_11143,C,"1965. — — —. ""بيبليوغرافيا"". في: تي جي، (تحرير). إن آم فلورا 2 4: 41 – 48.","1965. ---. ""biblighrafia"". fi: tg, (tahrir). n am flora 2 4: 41 - 48.","1965. — — —. ""Bibliography."" In: TG, (ed.). N Am Flora II 4: 41–48.","١٩٦٥. - - -. ""ببليوغرافيا"". في: تي جي، (محرر). إن آم فلورا ٢ ٤: ٤١ - ٤٨.",22,GENERATED,darija_arabic;darija_arabizi;english;modern_standard_arabic,Removed <unk> placeholder artifacts from all fields; minimal corrections to punctuation and spacing.
data75435,DATA_12234,A,كانتهجّا فلقرايا حيت ماعمرني ما قريت شي قصة,kanthejja fl9raya 7it ma3emerni ma 9rit chi 9issa,I stutter because I never read any story,أتلعثم في الكلام لأنني لم أقرأ أي قصة أبداً,6,PARTIALLY VALIDATED,english;modern_standard_arabic,English and MSA corrected to include 'any story' to match Darija meaning.
data75436,DATA_16847,B,الطيور على طول العام (مشاركين في التأليف أ. ك. كوليت؛ ت. س. & إ. س. جاك، 1922),"ttiyour 3la toul l3am (moucharikin fi tta2lif a. k. kollet; t. s. & i. s. jak, 1922)","Birds Through The Year (co-authored with A. K. Collett; T. S. & E. S. Jack, 1922)",الطيور على طول العام (مشاركين في التأليف أ. ك. كوليت؛ ت. س. وإ. س. جاك، 1922),22,GENERATED,english;modern_standard_arabic,Removed '@-@' artifact from English; corrected initials in MSA to match Darija and source.
