"annotation_id","annotator","classe","corrected_darija_arabic","corrected_darija_arabizi","corrected_english","corrected_msa","created_at","darija_arabic","darija_arabizi","data_id","decision","english","english_word_count","final_comment","id","lead_time","modern_standard_arabic","status","updated_at" 
438,"1","B","شاد الرقم القياسي ديال نيويورك رينجرز على مر التاريخ ف أكبر عدد ديال التمريرات الحاسمة اللي عطاها حارس مرمى (25).","chad ar-raqam al-qiyasi dyal new york rangers 3la marr at-tarikh f akbar 3adad dyal ttamrirat l7asima lli 3taha 7aris mrma (25).","Holds New York Rangers all @-@ time franchise record for most career assists by a goaltender ( 25 ) .","يحتفظ بالرقم القياسي التاريخي لنادي ""نيويورك رينجرز"" كأكثر حارس مرمى صناعة للأهداف (تمريرات حاسمة) في مسيرته الرياضية، برصيد 25 تمريرة.","2026-03-23T13:11:59.338295Z","كيشد الرقم القياسي ديال نيويورك رينجرز على مر التاريخ بالنسبة لأكثر عدد ديال لي passe decisive عطا حارس مرمى (25).","kishudd ar-raqam al-qiyasi dial new york rangers 3la murr at-tarikh bnnsba l akthar 3adad dial li passe decisive 3ta hariss marmma (25).","data52971","VALIDATED","Holds New York Rangers all @-@ time franchise record for most career assists by a goaltender ( 25 ) .",20,"English was more accurate than MSA","DATA_23062",98.779,"يحتفظ بسجل نيويورك رينجرز التاريخي في الامتياز لأكبر عدد من التمريرات الحاسمة في مسيرته المهنية من قبل حارس مرمى (25).","GENERATED","2026-03-23T13:11:59.338335Z"
439,"1","B","ف ديك الوقت، كانو كايعتاقدو باللي الامتصاص المتعدد ديال النيوترونات عملية نادرة بزاف، ولكن تحديد 244","f dik lwaqt, kano kay3taqdo blli limtisas lmotta3did dyal nnyotronat 3amaliya nadira bzzaf, walakin ta7did 244","At the time , the multiple neutron absorption was thought to be an extremely rare process , but the identification of 244","في ذلك الوقت ، كان يُعتقد أن الامتصاص المتعدد للنيوترونات عملية نادرة للغاية ، ولكن تحديد 244","2026-03-23T13:13:25.221786Z","فديك الوقت، كانو كيحسبو الامتصاص المتعدد ديال النوترونات شي حاجة نادرة بزاف، ولكن التعريف بـ 244","fdik lwaqt, kano kay7sbo limtisas lmotta3ddid dyal notronat shi 7aja nadira bzzaf, walakin ta3rif bـ 244","data52972","VALIDATED","At the time , the multiple neutron absorption was thought to be an extremely rare process , but the identification of 244",22,"Both english and MSA were accurate","DATA_16304",82.485,"في ذلك الوقت ، كان يُعتقد أن الامتصاص المتعدد للنيوترونات عملية نادرة للغاية ، ولكن تحديد 244","GENERATED","2026-03-23T13:13:25.221835Z"
440,"1","A","عندي مكنسة كهربائية كتخدم هاد التقنية باش تنقي الدار!","3ndi miknasa kahraba2ia katkhdm had ti9nia bach tn9i dar!","I have a vacuum cleaner that uses that very technique to clean the flat!","لدي مكنسة كهربائية تستخدم هذه التقنية ذاتها لتنظيف الشقة!","2026-03-23T13:14:20.190799Z","عندي مكنسة كهربائية كتخدم هاد التقنية باش تنقي الدار!","3ndi miknasa kahraba2ia katkhddm had ti9nia bach tn99i ddar!","data52973","VALIDATED","I have a vacuum cleaner that uses that very technique to clean the flat!",14,"Both english and MSA were accurate","DATA_1918",51.607,"لدي مكنسة كهربائية تستخدم هذه التقنية ذاتها لتنظيف الشقة!","PARTIALLY VALIDATED","2026-03-23T13:14:20.190847Z"
441,"1","D","السمية الكاملة والرسمية ديال المدينة هي <unk> <unk> Miasto Kraków، أولا ""العاصمة الملكية مدينة كراكوف"". بالداريجة، الواحد اللي تزاد ولا ساكن ف كراكوف كيتسمى <unk> (بالپولونية: <unk>).","ssmiya lkamla w rrasmiya dyal lmdina hiya <unk> <unk> Miasto Kraków, wla ""l3asima lmalakiya mdina krakov"". b ddarija, lwa7d lli tzad wla sakin f krakov kytssma <unk> (b lpoloniya: <unk>).","The city 's full official name is <unk> <unk> Miasto Kraków , or "" Royal Capital City of Kraków "" . In English , a person born or living in Kraków is a <unk> ( Polish : <unk> ) .","الاسم الرسمي الكامل للمدينة هو <unk> <unk> Miasto Kraków، أو ""العاصمة الملكية لمدينة كراكوف"". باللغة الإنجليزية، الشخص المولود أو المقيم في كراكوف يسمى <unk> (بالبولندية: <unk>).","2026-03-23T13:15:22.621620Z","السمية الكاملة والرسمية ديال المدينة هي <unk> <unk> Miasto Kraków، أولا ""لعاصمة الملكية مدينة كراكوف"". وبالدّاريجة، الواحد اللي تزاد ولا ساكن فكراكوف كيتسمّى <unk> (بالپولونية: <unk>).","lismiya lkamla w r-rasmiya dyal lmdina hiya <unk> <unk> Miasto Kraków, wla ""l3asima lmalakiya mdina krakov"". b-darija, lwa7d lli tzdd wla sakin f krakov k-ytssma <unk> (b-lpoloniya: <unk>).","data52974","VALIDATED","The city 's full official name is <unk> <unk> Miasto Kraków , or "" Royal Capital City of Kraków "" . In English , a person born or living in Kraków is a <unk> ( Polish : <unk> ) .",26,"Both english and MSA were accurate","WIKI_D_00708",59.276,"الاسم الرسمي الكامل للمدينة هو <unk> <unk> Miasto Kraków، أو ""العاصمة الملكية لمدينة كراكوف"". باللغة الإنجليزية، الشخص المولود أو المقيم في كراكوف يسمى <unk> (بالبولندية: <unk>).","GENERATED","2026-03-23T13:15:22.621663Z"
442,"1","D","واحد من التفسيرات المحتملة لعدم التماثل ف الانفجار هو الحمل الحراري على نطاق واسع فوق النواة. هاد الحمل يقدر يخلق اختلافات ف الوفرة المحلية للعناصر، شي اللي كايؤدي ل احتراق نووي غير متكافئ خلال الانهيار والارتداد والانفجار الناتج.","wa7d mn ttafsirat lmo7tamala l 3adam ttamatol f l'infijar howa l7amal l7arari 3la nataq wasi3 fawq nnawa. had l7amal yqdar ykhla9 ikhtilafat f lwafra lma7alliya lil 3anasir, chi lli kay'addi l i7tira9 nawawi ghayr motakafi2 khilal l'inhiyar w l'irtidad w l'infijar nnatej.","One possible explanation for the asymmetry in the explosion is large @-@ scale convection above the core . The convection can create variations in the local abundances of elements , resulting in uneven nuclear burning during the collapse , bounce and resulting explosion .","أحد التفسيرات المحتملة لعدم التماثل في الانفجار هو الحمل الحراري واسع النطاق فوق النواة. يمكن للحمل أن يخلق تباينات في الوفرة المحلية للعناصر، مما يؤدي إلى احتراق نووي غير متكافئ أثناء الانهيار والارتداد والانفجار الناتج.","2026-03-23T13:17:34.278375Z","واحد التفسيرات المحتملة لعدم التماثل فالانفجار هو الحمل الحراري على نطاق واسع فوق النواة. هاد الحمل يقدر يخلق اختلافات في الوفرة المحلية للعناصر، الشيء اللي يؤدي لاحتراق نووي غير متكافئ خلال الانهيار والارتداد والانفجار الناتج.","wa7d tafsirate lmo7tamala l3adam itimathal fal infijar howa l7amal l7arari 3ala nataq wasi3 fawq lawnawa. had l7amal y9dar ykhla9 ikhtilafat fal wafra lma7alya lil 3anasir, lichi lli ywadi li7tira9 nowawi ghayr motakafi khilal lihanir walirtidad walinfijar natej.","data52975","VALIDATED","One possible explanation for the asymmetry in the explosion is large @-@ scale convection above the core . The convection can create variations in the local abundances of elements , resulting in uneven nuclear burning during the collapse , bounce and resulting explosion .",35,"Both english and MSA were accurate","WIKI_D_09610",114.958,"أحد التفسيرات المحتملة لعدم التماثل في الانفجار هو الحمل الحراري واسع النطاق فوق النواة. يمكن للحمل أن يخلق تباينات في الوفرة المحلية للعناصر، مما يؤدي إلى احتراق نووي غير متكافئ أثناء الانهيار والارتداد والانفجار الناتج.","GENERATED","2026-03-23T13:17:34.278422Z"
443,"1","C","أقرب محطة د الطران رئيسية للمدينة هي محطة نيوكاسل سنطرال. تقع على بعد 2.78 ميل (4.47 كم). وأقرب محطة ديال الميترو هي گيتسهيد.","aqrab ma7aTTa d ttran ra2isiya l lmdina hiya ma7aTTa newcastle central. tqa3 3la b3d 2.78 mile (4.47 km). w aqrab ma7aTTa dyal lmitro hiya gateshead.","The nearest mainline railway station to the settlement is Newcastle Central Station . This is located 2 @.@ 78 miles ( 4 @.@ 47 km ) away . The nearest Metro station is Gateshead","أقرب محطة قطار رئيسية للمستوطنة هي محطة نيوكاسل المركزية. تقع على بعد 2.78 ميل (4.47 كم). أقرب محطة مترو هي غيتسهيد.","2026-03-23T13:19:04.904376Z","أقرب محطة د الطران كبيرة للمدينة هي محطة نيوكاسل سنطرال. هادي جات على بعد جوج فاصلة شي حاجة كيلومترو ( 4 @.@ 47 كم ). وأقرب محطة ديال الميترو هي گيتسهيد.","aqrab ma7aTTa dyal Ttarane lkbiir lmdina hiya ma7aTTa nwykastil santral. hadi jat 3la b3ed joooj fassila chi 7aja kilometr (4.47 km). w aqrab ma7aTTa dyal lmitro hiya gatshed.","data52976","VALIDATED","The nearest mainline railway station to the settlement is Newcastle Central Station . This is located 2 @.@ 78 miles ( 4 @.@ 47 km ) away . The nearest Metro station is Gateshead",31,"English was more accurate than MSA","WIKI_C_10998",83.246,"أقرب محطة قطار رئيسية للمستوطنة هي محطة نيوكاسل المركزية. تقع على بعد 2.78 ميل (4.47 كم). أقرب محطة مترو هي غيتسهيد.","GENERATED","2026-03-23T13:19:04.904411Z"
444,"1","D","Thio, Li @-@ ann (2008), ""The Virtual and the Real: Article 14, Political Speech and the Calibrated Management of Deliberative Democracy in Singapore"", Singapore Journal of Legal Studies: 25–57, SSRN <unk>.","Thio, Li @-@ ann (2008), ""The Virtual and the Real: Article 14, Political Speech and the Calibrated Management of Deliberative Democracy in Singapore"", Singapore Journal of Legal Studies: 25–57, SSRN <unk>.","Thio , Li @-@ ann ( 2008 ) , "" The Virtual and the Real : Article 14 , Political Speech and the Calibrated Management of Deliberative Democracy in Singapore "" , Singapore Journal of Legal Studies : 25 – 57 , SSRN <unk> .","ثيو، لي عن (2008)، ""الافتراضي والواقعي: المادة 14، الخطاب السياسي والإدارة المعايرة للديمقراطية التداولية في سنغافورة""، سنغافورة جورنال أوف ليجال ستاديز: 25 – 57، SSRN <unk>.","2026-03-23T13:20:37.640428Z","Thio, Li @-@ ann (2008), ""The Virtual and the Real: Article 14, Political Speech and the Calibrated Management of Deliberative Democracy in Singapore"", Singapore Journal of Legal Studies: 25–57, SSRN <unk>.","thio, li @-@ ann (2008), ""the virtual w lreal: article 14, lkhtab siyasi w limanajmant lmo3ayara dlhukrhati ttawroti f singapore"", singapore journal of legal studies: 25 – 57, ssrn <unk>.","data52977","VALIDATED","Thio , Li @-@ ann ( 2008 ) , "" The Virtual and the Real : Article 14 , Political Speech and the Calibrated Management of Deliberative Democracy in Singapore "" , Singapore Journal of Legal Studies : 25 – 57 , SSRN <unk> .",31,"Both english and MSA were accurate","WIKI_D_06031",89.292,"ثيو، لي عن (2008)، ""الافتراضي والواقعي: المادة 14، الخطاب السياسي والإدارة المعايرة للديمقراطية التداولية في سنغافورة""، سنغافورة جورنال أوف ليجال ستاديز: 25 – 57، SSRN <unk>.","GENERATED","2026-03-23T13:20:37.640481Z"
445,"1","B","الفيلم تبعوه جوج أجزاء خرين، Star Trek Into Darkness (2013) و Star Trek Beyond (2016)، و الرابع تعلن عليه.","lfilm tba3oh joj ajza2 khrin, Star Trek Into Darkness (2013) w Star Trek Beyond (2016), w rrab3 t3ln 3lih.","The film is followed by two sequels , Star Trek Into Darkness ( 2013 ) and Star Trek Beyond ( 2016 ) with a fourth being announced .","يتبعه فيلمان (""ستار تريك: إلى الظلام"" عام 2013 و""ستار تريك: إلى ما لا نهاية"" عام 2016)، وتم الإعلان عن جزء رابع.","2026-03-23T13:22:01.225016Z","الفيلم تبعوه جوج ديال الأجزاء آخرين، Star Trek Into Darkness (2013) و Star Trek Beyond (2016)، و الرابع تعلنوا عليه.","lfilm tba3ouh juj dyal l'ajza2 akhrin, Star Trek Into Darkness (2013) w Star Trek Beyond (2016), w rrab3 t3alnau 3lih.","data52978","VALIDATED","The film is followed by two sequels , Star Trek Into Darkness ( 2013 ) and Star Trek Beyond ( 2016 ) with a fourth being announced .",28,"Both english and MSA were accurate","DATA_14387",80.348,"يتبعه فيلمان (""ستار تريك: إلى الظلام"" عام 2013 و""ستار تريك: إلى ما لا نهاية"" عام 2016)، وتم الإعلان عن جزء رابع.","GENERATED","2026-03-23T13:22:01.225081Z"
446,"1","D","ف شهر شتنبر 2009، ترشحات Fight Like Apes ف فئة أفضل فنانين صاعدين ف جوائز UK Festival Awards، وكانوا كيتنافسو مع تلاتة د الفنانين بريطانيين وواحد أمريكي — Florence and The Machine، و Little Boots، و Passion Pit و Friendly Fires.","f chher chtnber 2009, trch7at Fight Like Apes f f2at afdal fannanin sa3din f jawai2iz UK Festival Awards, w kano kitnafso m3 tlata d lfannanin britaniyyn w wa7d amriki — Florence and The Machine, Little Boots, Passion Pit w Friendly Fires.","In September 2009 , Fight Like Apes were nominated in the Best Breakthrough Artists category at the UK Festival Awards , competing against three British and one American acts — Florence and The Machine , Little Boots , Passion Pit and Friendly Fires .","في سبتمبر 2009، ترشحت فرقة ""فايت لايك آيبس"" (Fight Like Apes) ضمن فئة أفضل فنانين صاعدين في جوائز المملكة المتحدة للمهرجانات، وتنافست ضد ثلاثة فنانين بريطانيين وفنان أمريكي واحد، وهم: فلورنس آند ذا ماشين، ليتل بوتس، باشون بيت، وفريندلي فايرز.","2026-03-23T13:23:26.055887Z","ف شهر شتنبر 2009، ترشحات Fight Like Apes ف فئة أفضل فنانين صاعدين ف جوائز UK Festival Awards، و كانو كيتنافسو مع تلاتة د الفنانين بريطانيين و واحد أمريكي — Florence and The Machine , Little Boots , Passion Pit و Friendly Fires.","f chher chtnber 2009, trch7at fight like apes f f2at afdal fannanin sa3din f jaw2iz UK Festival Awards, w kanu kitnafsaw m3 tlta d fannanin britaniyyn w wa7d amriki - Florence and The Machine , Little Boots , Passion Pit w Friendly Fires.","data52979","VALIDATED","In September 2009 , Fight Like Apes were nominated in the Best Breakthrough Artists category at the UK Festival Awards , competing against three British and one American acts — Florence and The Machine , Little Boots , Passion Pit and Friendly Fires .",43,"English was more accurate than MSA","WIKI_D_01003",81.534,"في سبتمبر 2009، ترشحت فرقة ""فايت لايك آيبس"" (Fight Like Apes) ضمن فئة أفضل فنانين صاعدين في جوائز المملكة المتحدة للمهرجانات، وتنافست ضد ثلاثة فنانين بريطانيين وفنان أمريكي واحد، وهم: فلورنس آند ذا ماشين، ليتل بوتس، باشون بيت، وفريندلي فايرز.","GENERATED","2026-03-23T13:23:26.055970Z"
447,"1","C","منها نقدروا نستنتجو بلي سيغما تقريبا كتساوي زيرو. والترم الثاني، واحد على جوج Ix، كيتحسب بتبدال لبيتات ديال Ix بلاصة وحدة لليمن.","mnha nqdrou nstntjou blli sigma tqriban katsawi zero. w tterm ttani, wa7d 3la joj Ix, kayt7seb b tbdal lbitat dyal Ix blassa wa7da l lymin.","from which it can be inferred σ ≈ 0 @.@ <unk> . The second term , ½ Ix , is calculated by shifting the bits of Ix one position to the right .","مما يمكن استنتاجه أن سيغما تساوي تقريباً صفر. الحد الثاني، نصف آي إكس، يُحسب عن طريق إزاحة بتات آي إكس موضعاً واحداً إلى اليمين.","2026-03-23T13:24:32.698802Z","منها نقدروا نستنتجو سيغما تقريبا كتساوي زيرو. والترم الثاني، واحد على جوج إي إكس، كيتحسب بتبدال لبِيت ديال إي إكس لبلاصة وحدة لليمين.","منها نقدروا نستنتجو سيغما تقريبا كتساوي زيرو. والترم الثاني، نص آي إكس، كيتحسب بتبدال لبِيت ديال آي إكس لبلاصة وحدة لليمين.","data52980","VALIDATED","from which it can be inferred σ ≈ 0 @.@ <unk> . The second term , ½ Ix , is calculated by shifting the bits of Ix one position to the right .",23,"English was more accurate than MSA","WIKI_C_07030",63.299,"مما يمكن استنتاجه أن سيغما تساوي تقريباً صفر. الحد الثاني، نصف آي إكس، يُحسب عن طريق إزاحة بتات آي إكس موضعاً واحداً إلى اليمين.","GENERATED","2026-03-23T13:24:32.698843Z"
448,"1","D","الطريق A125 كتمتد من الشمال للجنوب، من إشارات المرور ديال الطريق الرئيسية A12 مع <unk>، حتى ل <unk> حدا رينهام. ف راش ݣرين، الطريق كيتقاطع مع <unk> اللي كيمتد من كانينݣ تاون ل أبمنستر.","ttariq A125 katmtadd mn chchamal l ljanoub, mn icharat lmourour dyal ttariq rra2isi A12 m3a <unk>, 7tta l <unk> 7da rainham. f rush green, ttariq kaytqata3 m3a <unk> lli kaymtadd mn canning town l upminster.","The A125 runs north to south , from the A12 trunk road traffic lights with the <unk> , to the <unk> near Rainham . At Rush Green the road intersects with the <unk> which runs from Canning Town to Upminster .","يمتد الطريق A125 من الشمال إلى الجنوب، من إشارات المرور للطريق الرئيسي A12 مع <unk>، إلى <unk> بالقرب من رينهام. عند راش جرين، يتقاطع الطريق مع <unk> الذي يمتد من كانينغ تاون إلى أبمنستر.","2026-03-23T13:25:36.831106Z","الطريق السيار A125 كتمشي من الشمال للجنوب، من الضواو د الطريق الوطنية A12 مع <unk>، حتى لـ <unk> حدا رينهام. ف راش ݣرين الطريق كيتقاطع مع <unk> اللي كتمشي من كانينݣ تاون لأپمينستر.","tariq a125 katsiri men chemal l-janoub, men simat lmurore dial tariq ra2isi a12 m3a <unk>, hatta l <unk> hda rainham. f rush green tariq kaytaqato3 m3a <unk> li kaymiri men canning town l-upminster.","data52981","VALIDATED","The A125 runs north to south , from the A12 trunk road traffic lights with the <unk> , to the <unk> near Rainham . At Rush Green the road intersects with the <unk> which runs from Canning Town to Upminster .",33,"Both english and MSA were accurate","WIKI_D_00951",60.575,"يمتد الطريق A125 من الشمال إلى الجنوب، من إشارات المرور للطريق الرئيسي A12 مع <unk>، إلى <unk> بالقرب من رينهام. عند راش جرين، يتقاطع الطريق مع <unk> الذي يمتد من كانينغ تاون إلى أبمنستر.","GENERATED","2026-03-23T13:25:36.831203Z"
449,"1","A","هادا وقت مزيان باش توكل الحيوانات","hada wa9t mazyan bach twakal l7ayawanat","It's a good time to feed the animals","إنه وقت مناسب لإطعام الحيوانات","2026-03-23T13:25:57.384130Z","هادا وقت مزيان باش تواكل الحيوانات","hada wa9t mazyan bach twakal l7ayawanat","data52982","VALIDATED","It's a good time to feed the animals",8,"Both english and MSA were accurate","DATA_3056",17.164,"إنه وقت مناسب لإطعام الحيوانات","PARTIALLY VALIDATED","2026-03-23T13:25:57.384165Z"
450,"1","C","بشكل عام، سوا الهضرة ولا القراية كيدخلو على الأقل واحد من دوك ربعة ديال القواعد ديال السياق اللي كيتستعملو فتعلم الكلمات وتنمية الرصيد اللغوي: السياق المادي، المعرفة المسبقة، السياق الاجتماعي والدعم الدلالي.","bshkel 3am, sawa lhadra wla l9raya kidkhlo 3la l2a9al wahed mn douk rb3a dyal l9wa3d dyal ssya9 lli kytst3mlo f t3llom lklimat w tnmiyt rrassid lloghwi: ssya9 lmadi, lma3rfa lmsba9a, ssya9 lijtima3i w dd3m ddalali.","Generally , both conversation and reading involve at least one of the four principles of context that are used in word learning and vocabulary development : physical context , prior knowledge , social context and semantic support .","بشكل عام، تتضمن المحادثة والقراءة كلاهما مبدأً واحداً على الأقل من المبادئ الأربعة للسياق التي تستخدم في تعلم الكلمات وتنمية المفردات: السياق المادي، المعرفة المسبقة، السياق الاجتماعي، والدعم الدلالي.","2026-03-23T15:43:00.094545Z","بشكل عام، سوا الهضرة ولا القراية كيدخلو على الأقل واحد من دوك ربعة ديال القواعد ديال السياق اللي كيتستعملو فتعلم الكلمات وتنمية الرصيد اللغوي: السياق المادي، المعرفة المسبقة، السياق الاجتماعي والدعم الدلالي.","bshkl 3am, sawa lhadra wla lqraya kidkhlo 3la l2aqal wahed mn douk rba3 dyal lqwa3d dyal ssyak lli kytsta3mlo fta3llom lklimat wtnmiyt rrassid lloghwi: ssyak l madi, lma3rfa lmsbaqa, ssyak l ijtimai wdd3m ddallali.","data52983","VALIDATED","Generally , both conversation and reading involve at least one of the four principles of context that are used in word learning and vocabulary development : physical context , prior knowledge , social context and semantic support .",32,"Both english and MSA were accurate","WIKI_C_05204",400.268,"بشكل عام، تتضمن المحادثة والقراءة كلاهما مبدأً واحداً على الأقل من المبادئ الأربعة للسياق التي تستخدم في تعلم الكلمات وتنمية المفردات: السياق المادي، المعرفة المسبقة، السياق الاجتماعي، والدعم الدلالي.","GENERATED","2026-03-23T15:43:00.094566Z"
451,"1","D","بينما العثمانيين هاكا ربحو مؤقتا المناطق المسيحية ديال الصفويين اللي كانت كتفكك، فلان تلام على هاد الفشل من طرف شي قادة ديال الجيش الأرمني حيت جبرو راسهم كيدافعو على ريوسهم ضد الغزوات التركية.","binma l-3uthmaniyyin haka rab7u mo2a9atan l-manati9 l-masi7iyya dyal s-safawiyyin li kanet katfakkak, flan tlam 3la had l-fashal mn taraf shi 9ada dyal l-jaysh l-armani 7it jbaro rasshom kaydafa3o 3la ryosshom dded l-ghazawat t-turkiyya.","While the Ottomans thus temporarily therefore gained the Christian regions of the disintegrating Safavids , <unk> was blamed for this failure by some of the leaders of the Armenian army as they were forced to fend for themselves against the Turkish invasions .","بينما كسب العثمانيون بذلك المناطق المسيحية للسفويين المتفككين مؤقتًا، لام البعض من قادة الجيش الأرمني فلانًا على هذا الفشل، حيث أُجبروا على الدفاع عن أنفسهم ضد الغزوات التركية.","2026-03-23T15:45:10.460440Z","بينما العثمانيين هاكا ربحو مؤقتا المناطق المسيحية ديال الصفويين اللي كانت كتفكك، فلان تلام على هاد الفشل من طرف شي قادة ديال الجيش الأرمني حيت جبرو راسهم كيدافعو على ريوسهم ضد الغزوات التركية.","bima ana l-3uthmaniyyin haka rab7u mu2aqqatan l-manatiq l-masi7iyya dyal s-safawiyyin li kanet katfakkak, falan tlami 3ala had l-fashal mn taraf shi qada dyal l-jaysh l-armani 7it jbaro rasshom kaydafa3o 3la ryosshom dded l-ghazawat t-turkiyya.","data52984","VALIDATED","While the Ottomans thus temporarily therefore gained the Christian regions of the disintegrating Safavids , <unk> was blamed for this failure by some of the leaders of the Armenian army as they were forced to fend for themselves against the Turkish invasions .",33,"English was more accurate than MSA","WIKI_D_03484",128.266,"بينما كسب العثمانيون بذلك المناطق المسيحية للسفويين المتفككين مؤقتًا، لام البعض من قادة الجيش الأرمني فلانًا على هذا الفشل، حيث أُجبروا على الدفاع عن أنفسهم ضد الغزوات التركية.","GENERATED","2026-03-23T15:45:10.460457Z"
452,"1","C","المرحلة التالتة: أعراض متقدمة اللي تقدر تكون فيها إسهال مزمن بلا سبب كثر من شهر، التهابات بكتيرية مجهدة بحال السل ديال الرية، وعدد ديال الـ CD4 قل من 350 / ميكرولتر.","lmer7la ttalta: a3rad mtqedma li tqder tkoun fiha ishal mzmen bla sabab kter men chher, iltihabat bikteriya mjehda b7al ssl dyal riya, w 3adad dyal CD4 qel men 350 / mikroliter.","Stage III : Advanced symptoms which may include unexplained chronic diarrhea for longer than a month , severe bacterial infections including tuberculosis of the lung , and a CD4 count of less than 350 / µl .","المرحلة الثالثة: أعراض متقدمة قد تشمل إسهالًا مزمنًا غير مبرر لأكثر من شهر، والتهابات بكتيرية شديدة بما في ذلك السل الرئوي، وعدد خلايا CD4 أقل من 350/ميكرولتر.","2026-03-23T15:47:13.141635Z","المرحلة الثالثة: أعراض خايبة اللي تقدر تّكون فيها إسهال مزمن بلا سبب كثر من شهر، التهابات جرثومية خايبة بحال السل ديال الرية، و عدد ديال الـ CD4 قل من 350.","lmer7la tartiya: a3rad mkaddma li momkin tkoun fiha ishal mezmin bla sabab ktar men chhar, iltihabat bkteriya shadida bhal tberkol dyal riya, w 3adad dyal CD4 qal men 350.","data52985","VALIDATED","Stage III : Advanced symptoms which may include unexplained chronic diarrhea for longer than a month , severe bacterial infections including tuberculosis of the lung , and a CD4 count of less than 350 / µl .",30,"Both english and MSA were accurate","WIKI_C_04808",119.228,"المرحلة الثالثة: أعراض متقدمة قد تشمل إسهالًا مزمنًا غير مبرر لأكثر من شهر، والتهابات بكتيرية شديدة بما في ذلك السل الرئوي، وعدد خلايا CD4 أقل من 350/ميكرولتر.","GENERATED","2026-03-23T15:47:13.141652Z"
453,"1","C","جامعة ولاية نيويورك ممتلة بمعهد التكنولوجيا ديال الموضة، وكلية البصريات ديال جامعة ولاية نيويورك، وجامعة ستوني بروك – مانهاتن.","jam3at wilayat new york mmetla b m3hed ttiknolojya dyal lmoda, w kolliyat lbasariyat dyal jam3at wilayat new york, w jam3at stony brook – manhattan.","The State University of New York is represented by the Fashion Institute of Technology , State University of New York State College of Optometry and Stony Brook University – Manhattan .","تمثل جامعة ولاية نيويورك بمعهد الموضة للتكنولوجيا، وكلية طب العيون الحكومية بجامعة ولاية نيويورك، وجامعة ستوني بروك – مانهاتن.","2026-03-23T15:48:52.307730Z","جامعة الدولة ديال نيويورك ممثلة بمعهد التكنولوجيا ديال الموضة، و كلية الدولة ديال نيويورك للبصريات، و جامعة ستوني بروك – مانهاتن.","jam3it ed-dola dyal new york mamtla b-m3had tkonolozhya dyal l-moda, w kllit ed-dola dyal new york ll-bosriya, w jam3it stony brook – manhattan.","data52986","VALIDATED","The State University of New York is represented by the Fashion Institute of Technology , State University of New York State College of Optometry and Stony Brook University – Manhattan .",21,"Both english and MSA were accurate","WIKI_C_09175",96.622,"تمثل جامعة ولاية نيويورك بمعهد الموضة للتكنولوجيا، وكلية طب العيون الحكومية بجامعة ولاية نيويورك، وجامعة ستوني بروك – مانهاتن.","GENERATED","2026-03-23T15:48:52.307761Z"
454,"1","A","بحال إيلا عندك شي عملية","b7al ila 3ndk chi 3amalia","It is similar to having an operation","إنه يشبه إجراء عملية جراحية","2026-03-23T15:49:07.488271Z","بحال إيلا عندك شي عملية","b7al ila 3ndk chi 3amalia","data52987","VALIDATED","It is similar to having an operation",7,"Both english and MSA were accurate","DATA_1267",11.718,"إنه يشبه إجراء عملية جراحية","PARTIALLY VALIDATED","2026-03-23T15:49:07.488291Z"
