data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status,qc_changed_fields,qc_notes
data76012,DATA_22774,B,سميث، الينور (1911). كتاب اليانور سميث التمهيدي للموسيقي. نيويورك، نيويورك: اميريكان بوك كومباني.,"smith, elinor (1911). ktab elinor smith at-tamhidi lil-musiqa. new york, new york: american book company.","smith, eleanor (1911). the eleanor smith music primer. new york, new york: american book company.",سميث، اليانور (1911). دليل اليانور سميث الموسيقي. نيويورك، نيويورك: الشركه الامريكيه للنشر.,15,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76013,DATA_11069,A,هنا راه خدامين مع بعضياتنا,hna rah khdamin m3a b3diyatna,we are working with each other,نحن نعمل مع بعضنا البعض,6,CLEAN,english,Normalized fields: english.
data76014,DATA_4977,A,مابقيتش كنستاعملو,mab9itch kansta3mlo,i do not use this anymore,لم اعد استخدم هذا.,6,CLEAN,english;modern_standard_arabic,"Normalized fields: english, modern_standard_arabic."
data76015,WIKI_D_10591,D,فالوصيه ديالو باروكلوف خلا فلوس لجامعه اوطاڭو، باش ياسس منحه دراسيه لطلبه القانون. ف2009، ثانويه بالمرستون نورث ديال الدراري، اللي قرا فيها باروكلوف، دارو برامج ديال القياده والنجاح مسميين علي سميتو تكريما ليه.,"f lwesya dyalo barrowclough khla flus ljami3a otago, bach y2esses mn7a drasiya litlaba dial lqanun. f 2oo9, thanawiya palmerston north dyal ddari, lli qra fiha barrowclough, daru baramij dyal lqiyada wnnajah mssamyeen 3la smito tikriman lih.","in his will barrowclough left money to the university of otago, to establish a scholarship for law students. in 2009, palmerston north boys' high school, barrowclough's former school, implemented leadership and achievement programs named in his honour.",ترك باروكلوف في وصيته اموالا لجامعه اوطاغو، لتاسيس منحه دراسيه لطلاب القانون. وفي عام 2009، قامت مدرسه بالمرستون نورث الثانويه للبنين، وهي المدرسه السابقه لباروكلوف، بتطبيق برامج للقياده والانجاز تحمل اسمه تكريما له.,37,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76016,WIKI_C_08637,C,(تهام خطير) + (شي مشهور) + (تسايل علاش هاداك المشهور ما نكرش هاد التهام) = (تاكيد باللي التهام بصح + الضحك),(tiham khatir) + (chi mashhur) + (tsa2el 3lash hadak lma nkrsh had ltihem) = (ta2kid bli ltihem bss7 + dahk),(outrageous accusation) + (celebrity) + (question why the celebrity does not deny the accusation) = (confirmation that the accusation is true + laughter),(اتهام شنيع) + (شخصيه مشهوره) + (التساول عن سبب عدم نفي الشخصيه المشهوره للتهمه) = (تاكيد صحه التهمه + ضحك),23,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76017,WIKI_D_06366,D,ويڭان وورلوردز فرقه ديال هوكي الرواض، دابا هما بطلان ديال اقل من 16 عام علي المستوي الوطني وخذاو الميداليه البرونزيه في اوروبا. هاد الجمعيه كتجذب اللعابه من ويڭان والنواحي ديالها. الدوري ديال ويڭان ديال الريشه كيتكون من 30 فرقه مقسومين علي 3 اقسام.,"wigan warlords ferqa dyal hockey rowad, daba homa btal dyal a9al men 16 3am 3la mostawa watani w khdaw lmidalya lbronziya f oropa. had ljam3iya katjbed l3aba men wigan w lnawahi dyalha. edori dyal wigan dyal risha kaytkon men 30 ferqa ma9sumin 3la 3 a9sam.","wigan warlords are an inline hockey team, currently the under 16 national champions and european bronze medalists. the club attracts players from wigan and its surrounding areas. wigan's badminton league consists of 30 teams divided into 3 divisions.",فريق ويغان وورلوردز هو فريق هوكي الرواض، وهم حاليا ابطال بطوله اقل من 16 عاما علي المستوي الوطني وحاصلون علي الميداليه البرونزيه الاوروبيه. تجذب الجمعيه اللاعبين من ويغان والمناطق المحيطه بها. يتكون دوري ويغان للريشه من 30 فريقا مقسمين الي 3 اقسام.,38,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76018,DATA_9657,A,كون ڭير قدرت نحسن الوضعيه,koun ghir 9dert n7assen lwad3iya,if only i could improve the situation,لو كنت استطيع تحسين الوضع,7,FLAGGED,darija_arabic;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, english, modern_standard_arabic. Cross-lingual mismatch suspected between Darija Arabic and Arabizi columns."
data76019,WIKI_D_05237,D,"هادي بنايه مصنفه من الدرجه الثانيه، تصنيف وطني كيتعطي ل""البنايات اللي عندها قيمه خاصه واللي خاص يدار كل مجهود باش نحافظو عليها""، وبالخصوص حيت هي ""بقايه مهمه، ومازال فيها بزاف ديال الملامح الاصليه ديال القرون الوسطي الاخيره اللي ما تبدلوش"".","hadi bnaia msnfa mn daraja tania, tasnif watani kiy3ta l-bnayat lli 3ndha qima khassa w lli khas ydar kol mjhod bach n7afdo 3liha, w bkhusus hit hiya baqia mohimma, w mazal fiha bzaf dyal mlameh l asliya dyal lqrun l-wusta l-akhira lli ma tbdloch","it is a grade ii listed building, a national designation given to ""buildings of special interest, which warrant every effort being made to preserve them,"" particularly because it is ""an important survival, retaining many original late medieval features that have not been altered.""","انها بنايه مصنفه من الدرجه الثانيه، وهو تصنيف وطني يمنح ل""المباني التي لها قيمه خاصه والتي يجب بذل كل جهد للحفاظ عليها""، وبالاخص لانها ""بقايه مهمه، وما زالت تحتفظ بالعديد من الملامح الاصليه من اواخر العصور الوسطي التي لم تتغير.""",43,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76020,WIKI_D_09793,D,"المعركه كاتعتابر من اكبر واخطر المعارك اللي شاركوا فيها الفيالق البولنديه في الحرب العالميه الاولي. بيوسودسكي فالامر ديالو ديال 11 يوليوز 1916 كتب ""اصعب المعارك ديالنا دازت فالايام اللي فاتت.""","lma3raka kat3taber mn kbar w akhtar lma3arek lli sharako fihom lfiayeq lbolondiya f l7arb l3alamiya l oula. pilsudski f l amr dyalo dyal 11 yulyuz 1916 ktb ""as3b lma3arek dyalna dazt flayam lli fatet.""","the battle is considered one of the largest and most dangerous battles in which the polish legions participated during world war i. piłsudski, in his order dated july 11, 1916, wrote: ""the hardest of our battles took place in the past few days.""","تعتبر المعركه من اكبر واخطر المعارك التي شاركت فيها الفيالق البولنديه في الحرب العالميه الاولي. كتب بيوسودسكي في امره بتاريخ 11 يوليو 1916: ""اصعب معاركنا دازت في الايام اللي فاتت.""",43,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76021,WIKI_D_04099,D,"هاد السيدي المزيان فيه تا فيديوات ديال ""Sad Song"" و ""Blue Tip"". ""Rocket USA"" كوفير ديال واحد الاڭنيه ديال 1977 ديال فرقه امريكيه سميتها Suicide، من اول البوم عندهم اللي سميتو بنفس السميه.","had sidi lmezian fih ta video dyal ""sad song"" w ""blue tip"". ""rocket usa"" kover dyal wa7d l-aghniya dyal 1977 dyal ferqa amrikiya smitha suicide, mn awl album 3andhom lli smito bnafs semiya.","this enhanced cd also has videos for ""sad song"" and ""blue tip"". ""rocket usa"" is a cover of a 1977 song by the american band suicide, from their self-titled debut.","يحتوي هذا القرص المدمج المحسن ايضا علي مقاطع فيديو لاغنيتي ""Sad Song"" و ""Blue Tip"". اغنيه ""Rocket USA"" هي نسخه لاغنيه من عام 1977 لفرقه ""Suicide"" الامريكيه، من البومهم الاول الذي يحمل نفس الاسم.",30,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script. Language mismatch: MSA field contains Latin script."
data76022,DATA_23583,B,"""الحب ممكن"" (بون، دوتريديل، ميكر، ريدي، ويلبانكس، روس لي) – 4:14","l7ub momkin (bon, dotridel, mikr, redi, wilbanks, ross li)-4:14","""love can"" (bunn, daughdrill, miker, reedy, wilbanks, russ lee) – 4:14","""الحب ممكن"" (بون، دوتريديل، ميكر، ريدي، ويلبانكس، روس لي) – 4:14",11,CLEAN,darija_arabizi;english,"Normalized fields: darija_arabizi, english."
data76023,WIKI_D_10559,D,كالوسسيفا فولجنس كتشبه شويه الفطر ديال قشره الليمون (الوريا اورانشيا)؛ ولكن، ا. اورانشيا معندهاش التفاعل الازرق المميز ملي كتدق اولا مع الوقت، وكتخرج معطله فالوقت (عاده فالخريف).,"kaloscypha fulgens ktshbeh shwiya lftr dyal qechra dial limoun (aleuria aurantia); walakin, a. aurantia ma3ndhach ttfa3ol lazraq lmo3ayyan mlli katdqq awla m3a lwa9t, wkatkhrej m3tl f lwa9t (3adatan fal khreef).","caloscypha fulgens bears some resemblance to the orange peel fungus (aleuria aurantia); however, a. aurantia does not have the characteristic bluing reaction upon bruising or with age, and it fruits later in the season (usually in autumn).",يظهر فطر كالوسسيفا فولجنس بعض التشابه مع فطر قشره الليمون (الوريا اورانشيا)؛ ومع ذلك، فان الوريا اورانشيا لا تظهر التفاعل الازرق المميز عند تعرضها للرضوض او مع مرور الوقت، وتظهر في وقت متاخر من الموسم (عاده في الخريف).,37,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76024,WIKI_C_07370,C,(ا) تحط، ترمي، تحط ولا تلاح شي ڭبره، وسخ، ورقه، رماد، جيفه، زبل، صندوق، برميل، باله ولا شي حاجه اخري فشي بلاصه ديال العموم؛,"(a) te7ot, terrmi, te7ot wlla tla7 chi ghabra, wsekh, waraqa, ramad, jifa, zbel, sandou9, barmil, bala wlla chi 7aja okhra f chi blast dyal l3omoum;","(a) put, throw, place, or drop any dust, dirt, paper, ash, carcass, garbage, box, barrel, bale, or any other thing in any public place;",(ا) تحط او ترمي او تضع او تلقي اي غبار او وسخ او ورقه او رماد او جيفه او زبل او صندوق او برميل او باله او اي شي اخر في اي مكان عام؛,24,CLEAN,darija_arabic;modern_standard_arabic,"Normalized fields: darija_arabic, modern_standard_arabic."
data76025,WIKI_D_10489,D,المرافق السياحيه اللي كاينه فالبلاصه فيها باركينڭ ديال الزوار، ومتحف صڭير، وبلاصه فين يتڭداو الناس، وتيران ديال الكوره. والمتحف محلول ديما وكيعرض شي تحف اللي جبدوها من الخرايب.,"lmarafiq siyahiya lli kayna flblasa fiha parking dyal zowar, w m7af sghir, w blasa fin ytaghda nas, w tiran dyal kora. w l7af maftou7 dima w kay3rd chi t7af lli jbdouha mn lkharayeb.","tourist facilities at the site include visitor parking, a small museum, a picnic area, and a football field. the museum is open daily and displays some artefacts recovered from the ruins.",تشمل المرافق السياحيه في الموقع مواقف للزوار، ومتحفا صغيرا، ومنطقه لتناول الطعام، وملعبا لكره القدم. المتحف مفتوح دايما ويعرض بعض التحف التي استخرجت من الخرايب.,31,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76026,WIKI_C_05684,C,فشهر اربعه ديال 2015 نصبو واحد التمثال ديال النحاس ديال مانينڭ وادوارد سنودن وجوليان اسانج فالكسندر بلاتز ف برلين. الحزب الاخضر ديال المانيا هو اللي تكلف بالتمثال اللي دارو النحات الطالياني دافيد.,f chhar 4 dyal 2o15 nsbo wa7d tmtal dyal n7as dyal maning w edward snoden w julian assanj f alexander platz f berlin. l7zb lkhdar dyal lmania howa li tkllf b tmtal li daro n7at taliyani david.,"in april 2015 a bronze statue of manning, edward snowden, and julian assange was erected in berlin's alexanderplatz. germany's green party sponsored the statue created by italian sculptor david.",في ابريل ٢٠١٥، نصب تمثال برونزي لمانينغ وادوارد سنودن وجوليان اسانج في ساحه الكسندر بلاس ببرلين. رعت الحزب الاخضر الالماني التمثال الذي صنعه النحات الايطالي ديفيد.,29,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76027,DATA_22281,B,في 2014، دارو علامه تذكاريه فواحد الجرده ديال النعناع ديال الكنيسه القديمه ديال التبرعات الاسقفيه، الكنيسه اللي كان كيمشي ليها شيروود.,"fi 2o14, darou 3alama tidkariya f wa7ed l-jarda dyal n-n3na3 dyal l-knisa l-qdima dyal t-tabarro3at l-usqufiya, l-knisa lli kan kaymshi liha sherwood.","in 2014, they placed a memorial plaque in a mint patch of the old episcopal donations church, the church sherwood used to attend.",في عام 2014، وضعوا علامه تذكاريه في بقعه من النعناع لكنيسه التبرعات الاسقفيه القديمه، الكنيسه التي كان شيروود يرتادها.,23,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76028,WIKI_D_06255,D,الدريبه الصڭيره اللي بالطوب حدا الطريق السيار بناها ديل فالي. هاد الدار الكولونياليه الاسبانيه تبنات شي عام 1920 وتضررات بزاف فالزلزال ديال 1994. من مورا ما تعاود بناوها، ولات مركز استقبال الزوار ديال المتحف.,"diriiba s-sghira lli b-t-tobe 7da t-tari9 s-siyaar bna-ha del valle. had d-daar l-koloniyaliya l-isbaniya t-tbanat shi 3am 1920 w-t-darraret bzzaf f-z-zlzaal dyal 1994. men mura ma t3awd bnaw-ha, wallat mrcz istiqbal z-zuwwar dyal l-m7af.","the small adobe, next to the highway, was built by del valle. this spanish colonial house was constructed around 1920 and was severely damaged in the 1994 earthquake. since its reconstruction, it has served as the museum's visitor center.",المبني الصغير المبني من الطوب اللبن، بجوار الطريق السريع، بناه ديل فالي. تم بنا هذا المنزل الاستعماري الاسباني حوالي عام 1920 وتضرر بشده في زلزال عام 1994. منذ اعاده بنايه، اصبح يعمل كمركز زوار للمتحف.,39,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76029,DATA_23283,B,2013: The Dark Knight Returns - الجز الثاني، مقتبسه من النص الثاني ديال The Dark Knight Returns وبيتر ويلر كيدير صوت باتمان.,"2o13: the dark knight returns-ljoz2 tani, moqtabsa mn nass tani dyal the dark knight returns w peter weller kaydir sout batman.","2013: the dark knight returns - part 2, an adaptation of the second part of the dark knight returns with peter weller voicing batman.","٢٠١٣: عوده فارس الظلام - الجز الثاني، وهو اقتباس للنصف الثاني من ""عوده فارس الظلام"" مع قيام بيتر ويلر بتاديه صوت باتمان.",24,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data76030,DATA_14556,B,شبكات ديال التليفون، الانترنت عريض النطاق، وخدمه ديال التلفزه بالكابل متوفرين من عند بزاف ديال الشركات بحال كوكس كوميونيكايشنز و ا تي اند تي.,"chabakat dyal ttilifun, l internet 3arid n-nitaq, u khdma dyal ttilfaza b l-kabl mtufrin mn 3and bzzaf dyal sh-sharikat bhal cox communications u at&t.","telephone networks, broadband internet, and cable television service are available from several companies including cox communications and at&t.",تتوفر شبكات الهاتف، الانترنت عريض النطاق، وخدمه تلفزيون الكابل من عده شركات مثل كوكس كوميونيكايشنز وAT&T.,18,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: MSA field contains Latin script."
data76031,WIKI_D_05401,D,"ملي وصلو لبقايا ديال ديلطا للمڭرب، وصفوهم بحال ""اضطراب جوي عادي"". ما تسجلات حتي شي خساره تما و بالعكس، الفلاحه رحبو بهاد السيستم حيت كانو محتاجين الشتا باش يكملو الزريعه ديال الحبوب.","mlli wslou lbqaya dyal delta l lmghrib, wsfohom bhal idtirab jawi adi. ma tsjelt hta chi khsara tma w blaks, lflaha r7bo bhad sistim hit kanou mhtajine lchta bach ykmlo zria dyal l7bob.","when the remnants of delta arrived in morocco, they were described as a ""normal atmospheric disturbance."" no damage was reported there and, on the contrary, farmers welcomed this system because they needed the rain to complete the sowing of cereal crops.","عند وصول بقايا دلتا الي المغرب، وصفت بانها ""اضطراب جوي عادي"". لم تسجل اضرار هناك، بل علي العكس، رحب المزارعون بهذا النظام لانهم كانوا بحاجه الي المطر لاكمال زراعه الحبوب.",41,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76032,WIKI_C_02077,C,يقدر يكونو بجوج ريبورطات صحاح و يكون لو و لوثر تقاسمو نفس المقالات، مع جوج مقالات زايدين ديال لو يكونو شي تعديل تزاد من بعد ما تفرقو ليكيبات بجوج.,"kayeqder ikounou bjoj reportat s7a7 w ikoun low w lowther t9asmo nafs lma9alat, m3a joj m9alat zaidin dyal low ikounou chi t3dil tzad mn ba3d ma tfer9o lkipet bjoj.","it is likely that both reports are correct and that low and lowther shared the same articles, with low's two extra articles being an amendment adopted after the two crews separated.",من المحتمل ان يكون كلا التقريرين صحيحين وان يكون لو ولوثر قد تشاركا في نفس المقالات، مع كون مقالتي لو الاضافيتين عباره عن تعديل تم اعتماده بعد انفصال الطاقمين.,31,CLEAN,english;modern_standard_arabic,"Normalized fields: english, modern_standard_arabic."
data76033,DATA_7665,A,حمد الله علي ما نتا فيه,hmed llah 3la ma nta fih,thank god for how you are,الحمد لله علي ما انت فيه,6,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76034,WIKI_C_06312,C,ڭرانديرسون، كورتيس (2009). كلشي اللي تقدر تكون: حلم بيه، رسمو، تولي هو! تريومف بوكس. ISBN 1-247-7. جبدوه ف 13 دجنبر 2011.,"granderson, kurtis (2oo9). killi lli tkdr tkon: 7lm bih, rsmh, twli howa! triumph books. isbn 1-247-7. jbdoh f 13 dejembr 2o11.","granderson, curtis (2009). all you can be: dream it, draw it, become it! triumph books. isbn 1-247-7. retrieved december 13, 2011.",جرانديرسون، كيرتس (2009). كل ما يمكنك ان تكونه: احلم به، ارسمه، كن عليه! تريومف بوكس. ردمك 1-247-7. استرجع في 13 ديسمبر 2011.,21,FLAGGED,darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data76035,DATA_17256,B,"من 1989 حتال الموت ديالو في 2001، كومو كان كايدير برنامج راديو سيماني كايتوزع مع جون نوكس، سميتو ""ويكند ويذ بيري"".","men 1989 7tal l mout dyalo fi 2oo1, como kan kaydir barnamaj radio simani kaytawza3 m3a john knox, smito ""weekend with perry"".","from 1989 until his death in 2001, como co-hosted a weekly syndicated radio show with john knox, called weekend with perry.","من عام 1989 وحتي وفاته في عام 2001، كان كومو يقدم برنامج راديو اسبوعي موزع مع جون نوكس، اسمه ""ويكند ويذ بيري"".",21,CLEAN,darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabizi, english, modern_standard_arabic."
data76036,WIKI_D_01881,D,"لكتاب ""Marketing Lessons from the Grateful Dead"" تالف بالاشتراك مع براين هاليڭان، الرييس التنفيذي ديال هابسبوت. سكوت، اللي راجع الكتاب في بوسطن ڭلوب، ذكر باللي المولفين قالو باللي استوحاو جزييا من واحد لمقاله في الاتلانتيك ديال جوشوا ڭرين.","lktab ""marketing lessons from the grateful dead"" t2alaf b-l-ishtirak m3a brian halligan, ar-ra2is at-tanafidhi dyal hubspot. scott, lli raje3 lktab f boston globe, dkr bli lmu2allifin qalo bli istewhaw jz2iyan men we7da lmeqala f l atlantic dyal joshua green.","marketing lessons from the grateful dead was coauthored with brian halligan, ceo of hubspot. scott, reviewing the book in the boston globe, mentions that the authors say they were inspired in part by an article in the atlantic by joshua green.","شارك في تاليف كتاب ""دروس التسويق من فرقه غريتفول ديد"" براين هاليغان، الرييس التنفيذي لشركه هابسبوت. سكوت، الذي استعرض الكتاب في صحيفه بوسطن غلوب، ذكر ان المولفين قالوا انهم استلهموا جزييا من مقال في مجله الاتلانتيك لجوشوا غرين.",41,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data76037,WIKI_C_01456,C,نهار تلاته اكتوبر، البوليس هجمو علي البيرو ديال العصبه ديال الكريدي الاجتماعي ف ادمونتون و شدو ربعه الاف نسخه ديال داك البامفلي. ڭريسباخ دار دعوه علي باول و اونوين بتهمه التشهير الجنايي والتحريض علي القتل.,"nhar tlata october, lbolis hgmo 3la lbirro dyal l3usba dyal lkrida l-ijtim3i f edmonton w shdo rbe3 4oo0 nsxa dyal dak lbamflet. griesbach dar da3wa 3la powell w unwin b thmat t-tashhir jna2i w t-tahrid 3la l9tel.","on october 3, the police raided the social credit league's edmonton office and seized 4,000 copies of the pamphlet. griesbach pressed charges against powell and unwin for criminal libel and incitement to murder.",في الثالث من اكتوبر، داهمت الشرطه مكتب رابطه الايتمان الاجتماعي في ادمونتون وصادرت 4000 نسخه من المنشور. وجه غريسباخ اتهامات ضد باول واونوين بالتشهير الجنايي والتحريض علي القتل.,33,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76038,WIKI_D_07628,D,حلقات اخاتين هي الحلقه السابعه من السلسله السابعه ديال المسلسل البريطاني للخيال العلمي Doctor Who، اللي دازت اول مره علي بي بي سي وان في 6 ابريل 2013. كتبها نيل كروس واخرجها فارن بلاكبيرن.,"halqat akhaten hiya l7alaqa s-sabi3a min s-silsila s-sabi3a dyal lmslsal lbritani dyal lkhayal l3ilmi doctor who, lli dazet awel merra 3la bbc one f 6 abril 2o13. ktbha neil cross w arrejha farren blackburn.","""the rings of akhaten"" is the seventh episode of the seventh series of the british science fiction drama doctor who, first broadcast on bbc one on 6 april 2013. it was written by neil cross and directed by farren blackburn.","""خواتم اخاتين"" هي الحلقه السابعه من السلسله السابعه لمسلسل الدراما البريطاني للخيال العلمي ""دكتور هو""، التي بثت لاول مره علي بي بي سي ون في 6 ابريل 2013. كتبها نيل كروس واخرجها فارن بلاكبيرن.",40,FLAGGED,darija_arabic;darija_arabizi;english;modern_standard_arabic;status,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic. Language mismatch: Darija Arabic field contains Latin script."
data76039,WIKI_D_09825,D,نيترور البور كيتفاعل مع فلورور اليود فشي بلاصه ف ناقص تلاتين درجه سيلسيوس باش كينتج واحد المتفجر بالتلامس حساس بزاف، شي حاجه، بواحد المردود قليل. نيترور البور كيتفاعل مع نيترور الفلزات القلويه واللانثانيدات باش كيشكل مركبات شي حاجه. بحال مثلا:,"nitrore lbor kaytafe3 ma3a florure lyod fchi blasa f naqs tlatin daraja selsiyus bach kayntaj wa7ed lmtfajr bttlamas 7assas bzaf, chi 7aja, b wa7ed lmarod 9lil. nitrore lbor kaytafe3 ma3a nitrore lflzat l2alawiya w lantaniydat bach kaychkel mrkabat chi 7aja. b7al mtal:","boron nitride reacts with iodine fluoride at about minus 30 degrees celsius to produce a very sensitive contact explosive, something, in low yield. boron nitride reacts with nitrides of alkali metals and lanthanides to form some compounds. for example:",يتفاعل نيتريد البورون مع فلوريد اليود في درجه حراره تقارب ناقص 30 درجه ميويه لانتاج متفجر باللمس شديد الحساسيه، شي ما، بانتاجيه منخفضه. يتفاعل نيتريد البورون مع نيتريدات الفلزات القلويه واللانثانيدات لتكوين مركبات ما. علي سبيل المثال:,39,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76040,WIKI_C_00779,C,فوق خدمتها، يو44 ڭرقات تمنيه ديال الباطويات ديال التجاره بخساره ديال 30885 جي ار تي. هاد الباطويات كاملين تڭرقو فالدوريه اللوله ديالها.,"fawq khidmetha, u44 ghra9at tamnya dyal l batowiyat dyal tijaara b khsara dyal 3o885 grt. had l batowiyat kamlin tghr9o f ed-dourriya l-lowla dyalha.","during her service, u44 sank eight commercial ships for a loss of 30,885 grt. all of these ships were sunk during her first patrol.",خلال خدمتها، اغرقت يو-44 ثماني سفن تجاريه بخساره بلغت 30885 طن حموله اجماليه. غرقت كل هذه السفن خلال دوريتها الاولي.,24,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76041,DATA_22479,B,ماڭدالينا فاللخر كتتحصل علي الكينسينيرا اللي كانت كتمناها، كامله مكموله بليموزين هامر، والوالدين ديالها حاضرين وكارلوس هو اللي مرافقها.,"magdalina fellekher kat7ssel 3la lkinsiniyera li kent kat-temennaha, kamla mekmoula blimozeen hammer, walwalidin dyalha hadrin w carlos huwa li mrafqha.","magdalena eventually receives the quinceañera she had wished for, complete with a hummer limousine, with her parents in attendance and carlos as her escort.",تلقت ماغدالينا في النهايه حفله عيد ميلادها الخامس عشر التي كانت تتمناها، مكتمله بسياره ليموزين هامر، بحضور والديها وكارلوس كمرافق لها.,24,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
data76042,DATA_3979,A,ممكن في هاد البار,momkin fhad l bar,it might be possible in this bar,هل يمكن ذلك في هذه الحانه؟,7,FLAGGED,english;modern_standard_arabic;status,"Normalized fields: english, modern_standard_arabic. Cross-lingual mismatch suspected between Darija Arabic and Arabizi columns."
data76043,DATA_6013,A,واش عندك سرف ديال شي حاجه؟,wach 3ndk serf dyal chi 7aja?,do you have change for something?,هل لديك فكه لشي ما؟,6,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76044,WIKI_C_09857,C,الكاربينات ديال شروك؛ اللي الكاربينات مربوطين لواحد المعدن وواحد المجموعه اللي كاتعطي الالكترونات. التفاعلات اللي كيديرو هاد الكاربينات مختلفين بزاف علي اللي كيديرو الكاربينات العضويه.,lkarbinat dyal schrock; li lkarbinat mrbutin l wa7d lma3dn w wa7d lmjmou3a li kat3ti l electronat. tafa3olat li kaydirou had lkarbinat mokhtalifin bezzaf 3la li kaydirou lkarbinat l3odwiya.,schrock carbenes; in which carbenes are tethered to a metal and an electron-donating group. the reactions that such carbenes participate in are very different from those in which organic carbenes participate.,كاربينات شروك؛ وهي كاربينات مرتبطه بمعدن ومجموعه مانحه للالكترونات. التفاعلات التي تشارك فيها هذه الكاربينات تختلف اختلافا كبيرا عن تلك التي تشارك فيها الكاربينات العضويه.,31,CLEAN,darija_arabic;english;modern_standard_arabic,"Normalized fields: darija_arabic, english, modern_standard_arabic."
data76045,WIKI_D_03302,D,اوليفيت ايه ام اي تاسسات فساوث بيند فمارس 1870، الشي اللي خلاها اول كنيسه افريقيه امريكيه فالمدينه. اوليفيت ايه ام اي باقه كنيسه ميثوديه اسقفيه افريقيه خدامه، واحتفلات بالذكري 145 ديالها ف 2015.,"oliviet ame taseesat fsouth bend fmarcis 1870, cshi lli khalla-ha awel knisa afrikya amrikiya f lmdina. oliviet ame baqa knisa methudiya usqfiya afrikya khdama, w i7tflat b ddikra 145 dyalha f 2o15.","olivet ame was founded in south bend in march 1870, making it the first african american church in the city. olivet ame is still an active african methodist episcopal church, and celebrated its 145th anniversary in 2015.",تاسست كنيسه اوليفيت ايه ام اي في ساوث بند في مارس 1870، مما جعلها اول كنيسه افريقيه امريكيه في المدينه. لا تزال كنيسه اوليفيت ايه ام اي كنيسه اسقفيه ميثوديه افريقيه نشطه، واحتفلت بالذكري الخامسه والاربعين بعد الميه لها في عام 2015.,37,CLEAN,darija_arabic;darija_arabizi;english;modern_standard_arabic,"Normalized fields: darija_arabic, darija_arabizi, english, modern_standard_arabic."
